OID_,CID,Temp2019,Temp21
586,1,19.5599995,17.5300007
587,1,28.6599998,20.8099995
588,1,22.1399994,23.9599991
589,1,17.2099991,18.4599991
590,1,25.0900002,17.8899994
591,1,21.9899998,17.7999992
592,1,16.3199997,17.7600002
593,1,17.2000008,17.4899998
594,1,18.3899994,17.9699993
595,1,16.7500000,17.3999996
596,1,15.5500002,18.9699993
597,1,16.6399994,16.9200001
598,1,16.5100002,16.8899994
599,1,19.3899994,17.5400009
600,1,18.8999996,19.2299995
601,1,31.2199993,19.2500000
602,1,18.1100006,17.0900002
603,1,17.5599995,19.2800007
604,1,16.6900005,22.5699997
605,1,16.5300007,16.9300003
606,1,29.9200001,19.6399994
607,1,18.9699993,17.7800007
608,1,23.2999992,23.6399994
609,1,37.2500000,23.9799995
610,1,17.3799992,17.7800007
611,1,35.4500008,19.8700008
612,1,17.0900002,17.3199997
613,1,16.2000008,17.5200005
614,1,16.4099998,18.1299992
615,1,21.7900009,19.8700008
616,1,22.7700005,23.8199997
617,1,16.1800003,17.3199997
618,1,15.8900003,18.3700008
619,1,15.9300003,17.6700001
620,1,18.8299999,22.0699997
621,1,19.1100006,21.7099991
622,1,15.3500004,16.4099998
623,1,16.7099991,17.0799999
624,1,19.0300007,17.7099991
625,1,15.1899996,17.0599995
626,1,18.1000004,18.3799992
627,1,15.8999996,17.0000000
628,1,16.9099998,17.2399998
629,1,16.6299992,17.2900009
630,1,17.0200005,17.8799992
631,1,16.8199997,17.7299995
632,1,16.0499992,16.7099991
633,1,16.8400002,17.5799999
634,1,16.4400005,17.2299995
635,1,15.7200003,18.0400009
636,1,15.9899998,18.2999992
637,1,15.5299997,17.0900002
638,1,16.1900005,17.1900005
639,1,15.4799995,16.6700001
640,1,15.4099998,16.7099991
641,1,15.8999996,17.9699993
642,1,15.2399998,17.1299992
643,1,17.5900002,18.8600006
644,1,17.8199997,19.8400002
645,1,15.7299995,16.6299992
646,1,17.7099991,17.0300007
647,1,18.3500004,19.4300003
648,1,16.9300003,16.8600006
649,1,15.5500002,17.1700001
650,1,16.7700005,17.4799995
651,1,16.7800007,17.0699997
652,1,15.3100004,16.2299995
653,1,15.7500000,17.3799992
654,1,15.7700005,17.3199997
655,1,16.1599998,17.5300007
656,1,16.3400002,17.5900002
657,1,16.3099995,17.9599991
658,1,15.2900000,17.5900002
659,1,16.8600006,18.0000000
660,1,17.3299999,17.3199997
661,1,15.4300003,16.8600006
662,1,15.9700003,17.2900009
663,1,16.9099998,17.5699997
664,1,17.7800007,21.0100002
665,1,16.2999992,18.7900009
666,1,15.9099998,18.1399994
667,1,17.0100002,17.9200001
668,1,15.7500000,17.4599991
669,1,15.4099998,17.0699997
670,1,14.9799995,16.8600006
671,1,15.5900002,16.8099995
672,1,16.9699993,20.2600002
673,1,23.3299999,23.2299995
674,1,16.4599991,17.0900002
675,1,17.2199993,18.6200008
676,1,16.6900005,17.4099998
677,1,16.0499992,17.8600006
678,1,16.5300007,17.3299999
679,1,19.0599995,20.8099995
680,1,15.6199999,17.0599995
681,1,18.8700008,18.3899994
682,1,18.1200008,19.0200005
683,1,19.6299992,21.1200008
684,1,18.7099991,18.1499996
685,1,17.3199997,19.6499996
686,1,17.4699993,19.3799992
687,1,17.6900005,20.3899994
688,1,17.4899998,19.3999996
689,1,16.9300003,18.5900002
690,1,16.1700001,17.4200001
691,1,16.0699997,17.4799995
692,1,15.7399998,17.3700008
693,1,15.9899998,17.3199997
694,1,16.2900009,17.3899994
695,1,18.1499996,19.9699993
696,1,15.7700005,17.3099995
697,1,26.7399998,28.2900009
698,1,15.8900003,17.5000000
699,1,28.3199997,28.2600002
700,1,21.1299992,24.8400002
701,1,16.1200008,17.4599991
702,1,16.9099998,17.6299992
703,1,21.2999992,24.4400005
704,1,18.4300003,18.1000004
705,1,16.2800007,17.2500000
706,1,17.9699993,18.4799995
707,1,21.4099998,19.0599995
708,1,18.1700001,20.1399994
709,1,18.2800007,21.9899998
710,1,16.4300003,17.5200005
711,1,16.4799995,17.5599995
712,1,19.9899998,20.9099998
713,1,16.4500008,17.7099991
714,1,18.7800007,19.6299992
715,1,17.8299999,17.8700008
716,1,17.3600006,22.5300007
717,1,20.5699997,19.4599991
718,1,20.3600006,23.9099998
719,1,16.1000004,17.5599995
720,1,16.2399998,18.0599995
721,1,16.1399994,17.3600006
722,1,17.0000000,18.0400009
723,1,15.8900003,17.3799992
724,1,17.3700008,19.6700001
725,1,16.0100002,17.8600006
726,1,16.5799999,18.5400009
727,1,19.2299995,18.7700005
728,1,15.5500002,17.2800007
729,1,16.3799992,17.5400009
730,1,19.8799992,20.1000004
731,1,16.1900005,17.1900005
732,1,15.8299999,17.6299992
733,1,16.2600002,18.3600006
734,1,17.0000000,20.2000008
735,1,15.7900000,17.5400009
736,1,16.9899998,19.5200005
737,1,16.5900002,18.6599998
738,1,15.7399998,17.2600002
739,1,15.6400003,17.5200005
740,1,18.8299999,24.6200008
741,1,17.6299992,17.7500000
742,1,26.6499996,22.4899998
743,1,15.6499996,17.2500000
744,1,16.4500008,17.4400005
745,1,15.4399996,17.5000000
746,1,19.8199997,21.7900009
747,1,14.6899996,20.1299992
748,1,15.3999996,16.9500008
749,1,15.5100002,18.3099995
750,1,15.6099997,16.9300003
751,1,19.8799992,19.9899998
752,1,15.7600002,17.4099998
753,1,15.4099998,16.4200001
754,1,15.8800001,18.3999996
755,1,15.4200001,17.6499996
756,1,16.1499996,19.1000004
757,1,19.0699997,22.7800007
758,1,15.0299997,21.0699997
759,1,24.0699997,22.2199993
760,1,22.6800003,21.9799995
761,1,15.9700003,19.7999992
762,1,15.5600004,18.5200005
763,1,15.4099998,17.2199993
764,1,18.2600002,22.1499996
765,1,20.6399994,22.1200008
766,1,16.6399994,19.3099995
767,1,20.3600006,22.5300007
768,1,15.4200001,17.3799992
769,1,16.1299992,18.5000000
770,1,16.7900009,18.0400009
771,1,16.0799999,17.7000008
772,1,15.3999996,17.8999996
773,1,18.5100002,18.3600006
774,1,15.3999996,18.0000000
775,1,15.3800001,17.9200001
776,1,15.7399998,19.0200005
777,1,19.1200008,20.2500000
778,1,15.5299997,17.2600002
779,1,15.3100004,16.8999996
780,1,15.6400003,17.3299999
781,1,15.6899996,17.9599991
782,1,15.0200005,17.1900005
783,1,17.2199993,17.3199997
784,1,16.8099995,18.8700008
785,1,16.7099991,17.9400005
786,1,16.6499996,17.6800003
787,1,16.2000008,17.5000000
788,1,17.5300007,19.6800003
789,1,17.9099998,17.6100006
790,1,17.8099995,17.9300003
791,1,16.4699993,17.8799992
792,1,18.5000000,21.5900002
793,1,16.7399998,17.0499992
794,1,17.4500008,17.9599991
795,1,22.3799992,23.0200005
796,1,16.6499996,17.8700008
797,1,16.0200005,17.3799992
798,1,17.9400005,18.2800007
799,1,21.8700008,24.7299995
800,1,17.2900009,18.7500000
801,1,17.2500000,18.0799999
802,1,16.9099998,18.1000004
803,1,16.6399994,18.1700001
804,1,16.5400009,18.1499996
805,1,19.8099995,24.8700008
806,1,16.6800003,17.9799995
807,1,21.9099998,20.7600002
808,1,16.2099991,17.9799995
809,1,20.1499996,20.1399994
810,1,23.2800007,26.5599995
811,1,16.6599998,18.6399994
812,1,19.8700008,20.5300007
813,1,17.8299999,18.0499992
814,1,21.9400005,21.6399994
815,1,16.7000008,18.7099991
816,1,26.8199997,24.4899998
817,1,16.5100002,17.7199993
818,1,26.1200008,25.5799999
819,1,16.4400005,17.2800007
820,1,16.6700001,17.3600006
821,1,16.3700008,17.6499996
822,1,16.3299999,17.2600002
823,1,16.5499992,17.4699993
824,1,20.1299992,20.2500000
825,1,22.1599998,21.6499996
826,1,21.3999996,20.9899998
827,1,16.8299999,17.2000008
828,1,17.6299992,17.9500008
829,1,21.1100006,18.1000004
830,1,20.3199997,18.4799995
831,1,16.2099991,17.3500004
832,1,28.0000000,29.4300003
833,1,18.9899998,19.8299999
834,1,19.0100002,20.7299995
835,1,17.8299999,17.8199997
836,1,15.4099998,17.3799992
837,1,16.3299999,19.7399998
838,1,15.9499998,19.0400009
839,1,15.6999998,18.2600002
840,1,17.1599998,20.4899998
841,1,18.0799999,18.8099995
842,1,17.5000000,18.1299992
843,1,20.4699993,22.3099995
844,1,18.5599995,20.9500008
845,1,18.5000000,19.2700005
846,1,17.8199997,19.3099995
847,1,17.4899998,18.4599991
848,1,17.2800007,19.1200008
849,1,16.8799992,18.4699993
850,1,18.1499996,21.1599998
851,1,17.6399994,18.3199997
852,1,17.2500000,18.3899994
853,1,17.8299999,18.2999992
854,1,24.1299992,22.0400009
855,1,16.9099998,18.0699997
856,1,17.3500004,20.1900005
857,1,17.2999992,18.5799999
858,1,17.8899994,20.1200008
859,1,16.9599991,18.9400005
860,1,17.3400002,20.8600006
861,1,17.2299995,18.9699993
862,1,18.8799992,19.9500008
863,1,16.8700008,18.2399998
864,1,16.7700005,18.4099998
865,1,17.1100006,19.4200001
866,1,18.5599995,20.0200005
867,1,16.6299992,18.4599991
868,1,16.6200008,18.3899994
869,1,16.7700005,20.7600002
