OID_,CID,temp09,temp19,temp09c
770,1,174,17.0200005,17.3999996
771,1,174,16.7999992,17.3999996
772,1,174,19.3199997,17.3999996
773,1,175,16.6000004,17.5000000
774,1,175,16.7999992,17.5000000
775,1,174,17.9099998,17.3999996
776,1,174,16.6900005,17.3999996
777,1,173,19.4599991,17.2999992
778,1,174,17.2199993,17.3999996
779,1,174,16.7700005,17.3999996
780,1,176,20.7600002,17.6000004
781,1,174,16.9099998,17.3999996
782,1,174,18.2199993,17.3999996
783,1,174,17.0599995,17.3999996
784,1,174,18.2500000,17.3999996
785,1,173,17.0799999,17.2999992
786,1,173,18.1200008,17.2999992
787,1,175,17.3999996,17.5000000
788,1,173,16.8700008,17.2999992
789,1,176,17.0300007,17.6000004
790,1,176,16.8700008,17.6000004
791,1,175,18.3500004,17.5000000
792,1,174,17.2299995,17.3999996
793,1,175,17.0900002,17.5000000
794,1,173,18.9200001,17.2999992
795,1,175,29.6200008,17.5000000
796,1,175,17.3199997,17.5000000
797,1,175,18.7900009,17.5000000
798,1,175,16.9699993,17.5000000
799,1,174,17.2900009,17.3999996
800,1,174,19.3400002,17.3999996
801,1,181,20.9799995,18.1000004
802,1,176,19.0499992,17.6000004
803,1,175,17.2800007,17.5000000
804,1,173,16.9300003,17.2999992
805,1,175,17.6700001,17.5000000
806,1,173,19.8899994,17.2999992
807,1,176,17.5799999,17.6000004
808,1,175,17.3099995,17.5000000
809,1,173,20.0000000,17.2999992
810,1,174,17.4200001,17.3999996
811,1,174,17.3400002,17.3999996
812,1,176,18.6200008,17.6000004
813,1,174,22.9099998,17.3999996
814,1,178,20.5300007,17.7999992
815,1,182,15.4399996,18.2000008
816,1,175,17.9500008,17.5000000
817,1,177,17.9099998,17.7000008
818,1,174,17.0300007,17.3999996
819,1,173,17.4599991,17.2999992
820,1,174,17.8600006,17.3999996
821,1,173,17.0300007,17.2999992
822,1,173,17.5799999,17.2999992
823,1,174,15.7799997,17.3999996
824,1,174,16.5300007,17.3999996
825,1,174,17.3099995,17.3999996
826,1,175,16.9200001,17.5000000
827,1,175,19.3799992,17.5000000
828,1,176,16.1000004,17.6000004
829,1,173,17.0900002,17.2999992
830,1,175,17.3600006,17.5000000
831,1,174,17.7999992,17.3999996
832,1,174,16.3099995,17.3999996
833,1,174,17.9500008,17.3999996
834,1,174,17.0400009,17.3999996
835,1,173,16.3799992,17.2999992
836,1,175,17.4300003,17.5000000
837,1,176,17.1399994,17.6000004
838,1,174,19.7999992,17.3999996
839,1,176,22.1599998,17.6000004
840,1,174,17.7399998,17.3999996
841,1,176,15.9499998,17.6000004
842,1,174,16.7500000,17.3999996
843,1,177,17.1599998,17.7000008
844,1,175,17.2700005,17.5000000
845,1,176,17.1000004,17.6000004
846,1,183,16.6900005,18.2999992
847,1,173,17.8799992,17.2999992
848,1,176,18.4400005,17.6000004
849,1,174,20.5599995,17.3999996
850,1,174,21.9300003,17.3999996
851,1,174,17.9200001,17.3999996
852,1,175,19.3799992,17.5000000
853,1,174,17.1200008,17.3999996
854,1,174,17.0200005,17.3999996
855,1,173,17.2999992,17.2999992
856,1,175,17.1499996,17.5000000
857,1,174,21.8799992,17.3999996
858,1,181,19.2399998,18.1000004
859,1,173,16.8500004,17.2999992
860,1,175,17.7800007,17.5000000
861,1,174,19.3299999,17.3999996
862,1,180,17.3899994,18.0000000
863,1,174,19.3299999,17.3999996
864,1,174,17.5300007,17.3999996
865,1,173,16.7199993,17.2999992
866,1,174,16.6900005,17.3999996
867,1,174,17.2999992,17.3999996
868,1,175,17.2900009,17.5000000
869,1,174,17.0300007,17.3999996
870,1,173,22.6100006,17.2999992
871,1,175,20.9099998,17.5000000
872,1,175,17.3799992,17.5000000
873,1,174,17.4899998,17.3999996
874,1,174,19.6200008,17.3999996
875,1,175,17.8199997,17.5000000
876,1,175,19.1599998,17.5000000
877,1,175,17.6000004,17.5000000
878,1,175,19.9400005,17.5000000
879,1,174,19.2099991,17.3999996
880,1,174,17.6100006,17.3999996
881,1,174,17.6800003,17.3999996
882,1,174,18.7600002,17.3999996
883,1,175,17.1800003,17.5000000
884,1,174,21.2299995,17.3999996
885,1,174,18.0300007,17.3999996
886,1,175,17.4099998,17.5000000
887,1,173,16.6299992,17.2999992
888,1,174,16.0400009,17.3999996
889,1,174,15.7299995,17.3999996
890,1,174,17.3799992,17.3999996
891,1,174,18.5200005,17.3999996
892,1,174,17.3500004,17.3999996
893,1,176,18.9699993,17.6000004
894,1,174,17.0300007,17.3999996
895,1,175,17.0200005,17.5000000
896,1,174,16.4699993,17.3999996
897,1,176,15.6800003,17.6000004
898,1,175,18.4400005,17.5000000
899,1,174,17.1100006,17.3999996
900,1,173,17.0799999,17.2999992
901,1,173,18.5900002,17.2999992
902,1,203,21.6599998,20.2999992
903,1,175,20.2000008,17.5000000
904,1,175,16.0900002,17.5000000
905,1,173,19.6900005,17.2999992
906,1,174,22.3099995,17.3999996
907,1,174,17.0300007,17.3999996
908,1,175,17.7199993,17.5000000
909,1,204,17.3099995,20.3999996
910,1,174,19.9699993,17.3999996
911,1,174,17.4200001,17.3999996
912,1,175,16.2199993,17.5000000
913,1,175,19.9500008,17.5000000
914,1,175,17.6399994,17.5000000
915,1,176,17.2299995,17.6000004
916,1,176,23.6499996,17.6000004
917,1,174,17.2800007,17.3999996
918,1,176,17.4500008,17.6000004
919,1,174,19.8700008,17.3999996
920,1,174,17.4899998,17.3999996
921,1,175,16.5200005,17.5000000
922,1,176,18.8099995,17.6000004
923,1,174,17.2600002,17.3999996
924,1,178,19.0799999,17.7999992
925,1,178,21.0599995,17.7999992
926,1,175,19.4599991,17.5000000
927,1,175,18.5400009,17.5000000
928,1,176,27.7900009,17.6000004
929,1,175,16.7500000,17.5000000
930,1,173,16.9599991,17.2999992
931,1,174,19.5200005,17.3999996
932,1,175,20.8199997,17.5000000
933,1,185,17.7500000,18.5000000
934,1,175,17.0300007,17.5000000
935,1,175,18.1599998,17.5000000
936,1,177,19.2900009,17.7000008
937,1,175,17.1499996,17.5000000
938,1,175,18.4400005,17.5000000
939,1,176,17.6200008,17.6000004
940,1,173,19.3799992,17.2999992
941,1,175,17.9400005,17.5000000
942,1,174,23.0300007,17.3999996
943,1,179,16.2500000,17.8999996
944,1,175,18.3799992,17.5000000
945,1,175,17.3899994,17.5000000
946,1,174,19.8600006,17.3999996
947,1,174,19.8099995,17.3999996
948,1,174,19.0400009,17.3999996
949,1,179,17.1900005,17.8999996
950,1,174,15.8900003,17.3999996
951,1,178,27.0100002,17.7999992
952,1,175,16.2900009,17.5000000
953,1,178,16.9899998,17.7999992
954,1,177,16.9899998,17.7000008
955,1,174,16.3600006,17.3999996
956,1,176,16.7000008,17.6000004
957,1,175,19.0000000,17.5000000
958,1,174,17.1000004,17.3999996
959,1,179,18.1499996,17.8999996
960,1,175,16.6100006,17.5000000
961,1,177,22.4799995,17.7000008
962,1,176,16.3799992,17.6000004
963,1,178,16.6499996,17.7999992
964,1,175,18.0300007,17.5000000
965,1,175,21.0799999,17.5000000
966,1,176,19.6299992,17.6000004
967,1,178,16.3400002,17.7999992
968,1,174,24.2399998,17.3999996
969,1,175,18.1700001,17.5000000
970,1,178,16.3299999,17.7999992
971,1,176,19.3400002,17.6000004
972,1,175,15.8500004,17.5000000
973,1,176,16.1299992,17.6000004
974,1,183,16.8400002,18.2999992
975,1,175,15.8999996,17.5000000
976,1,175,16.2299995,17.5000000
977,1,177,16.5100002,17.7000008
978,1,177,27.2299995,17.7000008
979,1,181,16.3400002,18.1000004
980,1,174,16.2500000,17.3999996
981,1,175,16.3700008,17.5000000
982,1,176,18.8999996,17.6000004
983,1,173,22.5200005,17.2999992
984,1,176,16.3700008,17.6000004
985,1,173,18.5400009,17.2999992
986,1,177,16.5000000,17.7000008
987,1,174,16.3799992,17.3999996
988,1,175,18.6399994,17.5000000
989,1,174,17.9400005,17.3999996
990,1,174,17.2099991,17.3999996
991,1,175,19.6399994,17.5000000
992,1,174,17.8199997,17.3999996
993,1,174,15.8100004,17.3999996
994,1,175,17.1000004,17.5000000
995,1,179,18.8899994,17.8999996
996,1,177,19.0100002,17.7000008
997,1,176,16.3199997,17.6000004
998,1,177,16.4500008,17.7000008
999,1,173,31.3299999,17.2999992
1000,1,175,16.7900009,17.5000000
