point_id,year,dist_origin,temp,restored,fire,temp_at_release,discharge,canopy_cov,air_temp_C,POINT_X,POINT_Y
38,2021,20,19.1613979,1,1,15.3,390,0.056,27.2,557426.2679,4889715.647
39,2021,22,18.8201561,1,1,15.3,390,0.056,27.2,557425.1921,4889713.961
40,2021,24,19.0876141,1,1,15.3,390,0.056,27.2,557424.1163,4889712.275
41,2021,26,19.133728,1,1,15.3,390,0.056,27.2,557423.0496,4889710.583
42,2021,28,19.3827438,1,1,15.3,390,0.056,27.2,557421.9916,4889708.886
43,2021,30,19.124506,1,1,15.3,390,0.056,27.2,557420.9336,4889707.189
44,2021,32,19.124506,1,1,15.3,390,0.056,27.2,557419.8756,4889705.492
45,2021,34,19.1152821,1,1,15.3,390,0.056,27.2,557418.8176,4889703.795
46,2021,36,19.10606,1,1,15.3,390,0.056,27.2,557417.7596,4889702.097
47,2021,38,19.142952,1,1,15.3,390,0.056,27.2,557416.7015,4889700.4
48,2021,40,19.1706181,1,1,15.3,390,0.056,27.2,557415.6435,4889698.703
49,2021,42,19.318182,1,1,15.3,390,0.056,27.2,557414.5855,4889697.006
50,2021,44,19.4011879,1,1,15.3,390,0.056,27.2,557413.3531,4889695.453
51,2021,46,19.0599461,1,1,15.3,390,0.056,27.2,557411.8835,4889694.096
52,2021,58,19.2167339,1,1,15.3,390,0.056,27.2,557403.2902,4889685.798
53,2021,60,19.06917,1,1,15.3,390,0.056,27.2,557402.497,4889683.962
54,2021,70,19.10606,1,1,15.3,390,0.056,27.2,557398.2642,4889674.992
55,2021,76,19.2167339,1,1,15.3,390,0.056,27.2,557393.4642,4889671.392
56,2021,78,18.8109322,1,1,15.3,390,0.056,27.2,557391.8642,4889670.192
57,2021,80,18.9492741,1,1,15.3,390,0.056,27.2,557390.2642,4889668.992
58,2021,82,18.9308281,1,1,15.3,390,0.056,27.2,557388.6642,4889667.792
59,2021,84,19.050724,1,1,15.3,390,0.056,27.2,557386.7611,4889667.19
60,2021,88,18.8939381,1,1,15.3,390,0.056,27.2,557382.935,4889666.023
61,2021,90,19.06917,1,1,15.3,390,0.056,27.2,557380.9919,4889665.575
62,2021,92,18.912384,1,1,15.3,390,0.056,27.2,557379.012,4889665.292
63,2021,94,18.8570461,1,1,15.3,390,0.056,27.2,557377.0321,4889665.009
64,2021,96,18.9216061,1,1,15.3,390,0.056,27.2,557375.0522,4889664.726
65,2021,98,18.9400501,1,1,15.3,390,0.056,27.2,557373.1135,4889664.254
66,2021,106,18.7187042,1,1,15.3,390,0.056,27.2,557365.4376,4889662
67,2021,108,18.7371502,1,1,15.3,390,0.056,27.2,557363.5706,4889661.314
68,2021,110,18.6633682,1,1,15.3,390,0.056,27.2,557361.8341,4889660.321
69,2021,112,18.6633682,1,1,15.3,390,0.056,27.2,557359.956,4889659.707
70,2021,114,18.7002602,1,1,15.3,390,0.056,27.2,557357.9948,4889659.315
71,2021,116,18.4604683,1,1,15.3,390,0.056,27.2,557356.0955,4889658.72
72,2021,118,18.6264763,1,1,15.3,390,0.056,27.2,557354.2493,4889657.951
73,2021,120,18.6910381,1,1,15.3,390,0.056,27.2,557352.4032,4889657.182
74,2021,122,18.6725922,1,1,15.3,390,0.056,27.2,557350.427,4889656.968
75,2021,126,18.7002602,1,1,15.3,390,0.056,27.2,557346.4356,4889656.706
76,2021,128,18.5803642,1,1,15.3,390,0.056,27.2,557344.4399,4889656.575
77,2021,130,18.6541462,1,1,15.3,390,0.056,27.2,557342.7212,4889655.701
78,2021,134,18.9308281,1,1,15.3,390,0.056,27.2,557339.5328,4889653.286
79,2021,136,19.189064,1,1,15.3,390,0.056,27.2,557337.9386,4889652.078
80,2021,138,19.4011879,1,1,15.3,390,0.056,27.2,557336.3445,4889650.871
81,2021,140,19.3919659,1,1,15.3,390,0.056,27.2,557334.6024,4889650.103
82,2021,142,19.2997379,1,1,15.3,390,0.056,27.2,557332.6024,4889650.103
83,2021,144,19.2444,1,1,15.3,390,0.056,27.2,557330.6024,4889650.103
84,2021,146,19.20751,1,1,15.3,390,0.056,27.2,557328.6262,4889649.898
85,2021,148,19.281292,1,1,15.3,390,0.056,27.2,557326.679,4889649.441
86,2021,1018,20.5355873,1,1,15.3,390,0.056,27.2,556647.1146,4889887.82
87,2021,1028,20.2404575,1,1,15.3,390,0.056,27.2,556637.9538,4889883.81
88,2021,1074,19.4011879,1,1,15.3,390,0.056,27.2,556595.8142,4889865.364
89,2021,1076,19.3089619,1,1,15.3,390,0.056,27.2,556593.9821,4889864.562
90,2021,1078,19.10606,1,1,15.3,390,0.056,27.2,556592.1499,4889863.76
91,2021,1080,19.1613979,1,1,15.3,390,0.056,27.2,556590.247,4889863.152
92,2021,1082,19.050724,1,1,15.3,390,0.056,27.2,556588.3287,4889862.587
93,2021,1084,19.050724,1,1,15.3,390,0.056,27.2,556586.4104,4889862.021
94,2021,1086,18.9031601,1,1,15.3,390,0.056,27.2,556584.4922,4889861.455
95,2021,1088,18.8201561,1,1,15.3,390,0.056,27.2,556582.5739,4889860.889
96,2021,1090,18.8847141,1,1,15.3,390,0.056,27.2,556580.6557,4889860.323
97,2021,1092,19.0046101,1,1,15.3,390,0.056,27.2,556578.7374,4889859.757
98,2021,1094,18.912384,1,1,15.3,390,0.056,27.2,556576.8191,4889859.191
99,2021,1096,18.96772,1,1,15.3,390,0.056,27.2,556574.9009,4889858.625
100,2021,428,19.2167339,1,1,15.3,390,0.056,27.2,557201.1343,4889839.63
101,2021,438,19.10606,1,1,15.3,390,0.056,27.2,557192.2239,4889844.032
102,2021,440,19.4196339,1,1,15.3,390,0.056,27.2,557190.5281,4889845.052
103,2021,442,21.1073952,1,1,15.3,390,0.056,27.2,557189.0354,4889846.384
104,2021,352,19.6225338,1,1,15.3,390,0.056,27.2,557231.2862,4889771.675
105,2021,354,19.3642979,1,1,15.3,390,0.056,27.2,557231.4721,4889773.471
106,2021,356,19.1706181,1,1,15.3,390,0.056,27.2,557230.9503,4889775.402
107,2021,358,19.0599461,1,1,15.3,390,0.056,27.2,557230.4226,4889777.331
108,2021,360,19.3642979,1,1,15.3,390,0.056,27.2,557229.855,4889779.249
109,2021,844,20.2404575,1,1,15.3,390,0.056,27.2,556810.1104,4889935.502
110,2021,846,20.0560036,1,1,15.3,390,0.056,27.2,556808.117,4889935.34
111,2021,848,19.9545517,1,1,15.3,390,0.056,27.2,556806.1235,4889935.179
112,2021,850,20.0283337,1,1,15.3,390,0.056,27.2,556804.1286,4889935.083
113,2021,852,19.9822216,1,1,15.3,390,0.056,27.2,556802.13,4889935.157
114,2021,854,19.8531036,1,1,15.3,390,0.056,27.2,556800.1313,4889935.231
115,2021,856,19.8346577,1,1,15.3,390,0.056,27.2,556798.1327,4889935.305
116,2021,858,19.7977657,1,1,15.3,390,0.056,27.2,556796.1341,4889935.379
117,2021,860,19.9084396,1,1,15.3,390,0.056,27.2,556794.1355,4889935.454
118,2021,862,19.9453297,1,1,15.3,390,0.056,27.2,556792.1368,4889935.527
119,2021,864,19.9361057,1,1,15.3,390,0.056,27.2,556790.1439,4889935.419
120,2021,866,19.9361057,1,1,15.3,390,0.056,27.2,556788.1539,4889935.219
121,2021,868,20.0283337,1,1,15.3,390,0.056,27.2,556786.1638,4889935.021
122,2021,870,19.9545517,1,1,15.3,390,0.056,27.2,556784.1737,4889934.821
123,2021,872,20.0560036,1,1,15.3,390,0.056,27.2,556782.1836,4889934.622
124,2021,874,20.0744495,1,1,15.3,390,0.056,27.2,556780.1936,4889934.423
125,2021,876,20.0191116,1,1,15.3,390,0.056,27.2,556778.2035,4889934.224
126,2021,878,20.0652256,1,1,15.3,390,0.056,27.2,556776.2365,4889934.256
127,2021,880,20.0283337,1,1,15.3,390,0.056,27.2,556774.3249,4889934.845
128,2021,886,21.9743347,1,1,15.3,390,0.056,27.2,556768.5902,4889936.609
129,2021,888,20.0928936,1,1,15.3,390,0.056,27.2,556766.6787,4889937.197
130,2021,890,19.9637756,1,1,15.3,390,0.056,27.2,556764.7671,4889937.785
131,2021,892,20.0006676,1,1,15.3,390,0.056,27.2,556762.8961,4889937.511
132,2021,894,19.8807697,1,1,15.3,390,0.056,27.2,556761.048,4889936.746
133,2021,896,19.7055378,1,1,15.3,390,0.056,27.2,556759.2,4889935.982
134,2021,898,19.8992157,1,1,15.3,390,0.056,27.2,556757.352,4889935.217
135,2021,908,20.4156895,1,1,15.3,390,0.056,27.2,556748.1118,4889931.393
136,2021,910,20.7845993,1,1,15.3,390,0.056,27.2,556746.2638,4889930.629
137,2021,918,20.6739273,1,1,15.3,390,0.056,27.2,556738.8716,4889927.57
138,2021,930,19.8623238,1,1,15.3,390,0.056,27.2,556727.7834,4889922.982
139,2021,932,19.6502018,1,1,15.3,390,0.056,27.2,556725.9354,4889922.217
140,2021,934,19.6502018,1,1,15.3,390,0.056,27.2,556724.0874,4889921.452
141,2021,936,19.7239838,1,1,15.3,390,0.056,27.2,556722.2393,4889920.688
142,2021,938,19.7608757,1,1,15.3,390,0.056,27.2,556720.4008,4889919.9
143,2021,940,19.5948658,1,1,15.3,390,0.056,27.2,556718.5687,4889919.098
144,2021,942,19.8346577,1,1,15.3,390,0.056,27.2,556716.7365,4889918.296
145,2021,944,20.0375576,1,1,15.3,390,0.056,27.2,556714.9044,4889917.494
146,2021,776,20.2035675,1,1,15.3,390,0.056,27.2,556876.8063,4889928.987
147,2021,778,20.2681255,1,1,15.3,390,0.056,27.2,556874.8217,4889929.234
148,2021,780,20.2127895,1,1,15.3,390,0.056,27.2,556872.837,4889929.481
149,2021,782,20.0283337,1,1,15.3,390,0.056,27.2,556870.8683,4889929.8
150,2021,784,20.0744495,1,1,15.3,390,0.056,27.2,556868.9654,4889930.416
151,2021,786,20.0467796,1,1,15.3,390,0.056,27.2,556867.0625,4889931.032
152,2021,798,19.9361057,1,1,15.3,390,0.056,27.2,556855.6452,4889934.726
153,2021,800,20.0652256,1,1,15.3,390,0.056,27.2,556853.7184,4889935.252
154,2021,802,20.1666756,1,1,15.3,390,0.056,27.2,556851.7628,4889935.671
155,2021,804,20.1205616,1,1,15.3,390,0.056,27.2,556849.8072,4889936.09
156,2021,806,20.1021156,1,1,15.3,390,0.056,27.2,556847.8516,4889936.509
157,2021,808,19.9637756,1,1,15.3,390,0.056,27.2,556845.896,4889936.929
158,2021,810,19.8899937,1,1,15.3,390,0.056,27.2,556843.9404,4889937.348
159,2021,812,19.8069878,1,1,15.3,390,0.056,27.2,556841.9848,4889937.767
160,2021,814,19.8899937,1,1,15.3,390,0.056,27.2,556840.0123,4889937.926
161,2021,816,19.9176617,1,1,15.3,390,0.056,27.2,556838.0188,4889937.765
162,2021,818,19.7147598,1,1,15.3,390,0.056,27.2,556836.0254,4889937.603
163,2021,638,19.3919659,1,1,15.3,390,0.056,27.2,557013.5855,4889914.788
164,2021,640,19.3274059,1,1,15.3,390,0.056,27.2,557011.6023,4889915.046
165,2021,642,19.2167339,1,1,15.3,390,0.056,27.2,557009.6317,4889915.386
166,2021,644,19.152174,1,1,15.3,390,0.056,27.2,557007.6646,4889915.747
167,2021,646,19.3458519,1,1,15.3,390,0.056,27.2,557005.6976,4889916.108
168,2021,650,19.2167339,1,1,15.3,390,0.056,27.2,557001.7634,4889916.831
169,2021,654,19.0599461,1,1,15.3,390,0.056,27.2,556997.8292,4889917.554
170,2021,656,19.152174,1,1,15.3,390,0.056,27.2,556995.8622,4889917.915
171,2021,658,19.1613979,1,1,15.3,390,0.056,27.2,556993.8951,4889918.277
172,2021,660,19.189064,1,1,15.3,390,0.056,27.2,556991.9177,4889918.278
173,2021,662,19.2444,1,1,15.3,390,0.056,27.2,556989.9331,4889918.03
174,2021,664,19.179842,1,1,15.3,390,0.056,27.2,556987.9486,4889917.782
175,2021,672,19.0968361,1,1,15.3,390,0.056,27.2,556980.0104,4889916.79
176,2021,674,19.10606,1,1,15.3,390,0.056,27.2,556978.0258,4889916.542
177,2021,676,19.225956,1,1,15.3,390,0.056,27.2,556976.0411,4889916.64
178,2021,678,19.3827438,1,1,15.3,390,0.056,27.2,556974.0564,4889916.887
