point_id,year,dist_m,C_2009,restored,fire,temp_at_release,discharge,canopy_cov,air_temp_C
101,2021,,19.10606,1,1,15.3,390,0.062,27.2
102,2021,,19.4196339,1,1,15.3,390,0.062,27.2
103,2021,,21.1073952,1,1,15.3,390,0.062,27.2
104,2021,,19.6225338,1,1,15.3,390,0.062,27.2
105,2021,,19.3642979,1,1,15.3,390,0.062,27.2
106,2021,,19.1706181,1,1,15.3,390,0.062,27.2
107,2021,,19.0599461,1,1,15.3,390,0.062,27.2
108,2021,,19.3642979,1,1,15.3,390,0.062,27.2
109,2021,,20.2404575,1,1,15.3,390,0.062,27.2
110,2021,,20.0560036,1,1,15.3,390,0.062,27.2
111,2021,,19.9545517,1,1,15.3,390,0.062,27.2
112,2021,,20.0283337,1,1,15.3,390,0.062,27.2
113,2021,,19.9822216,1,1,15.3,390,0.062,27.2
114,2021,,19.8531036,1,1,15.3,390,0.062,27.2
115,2021,,19.8346577,1,1,15.3,390,0.062,27.2
116,2021,,19.7977657,1,1,15.3,390,0.062,27.2
117,2021,,19.9084396,1,1,15.3,390,0.062,27.2
118,2021,,19.9453297,1,1,15.3,390,0.062,27.2
119,2021,,19.9361057,1,1,15.3,390,0.062,27.2
120,2021,,19.9361057,1,1,15.3,390,0.062,27.2
121,2021,,20.0283337,1,1,15.3,390,0.062,27.2
122,2021,,19.9545517,1,1,15.3,390,0.062,27.2
123,2021,,20.0560036,1,1,15.3,390,0.062,27.2
124,2021,,20.0744495,1,1,15.3,390,0.062,27.2
125,2021,,20.0191116,1,1,15.3,390,0.062,27.2
126,2021,,20.0652256,1,1,15.3,390,0.062,27.2
127,2021,,20.0283337,1,1,15.3,390,0.062,27.2
128,2021,,21.9743347,1,1,15.3,390,0.062,27.2
129,2021,,20.0928936,1,1,15.3,390,0.062,27.2
130,2021,,19.9637756,1,1,15.3,390,0.062,27.2
131,2021,,20.0006676,1,1,15.3,390,0.062,27.2
132,2021,,19.8807697,1,1,15.3,390,0.062,27.2
133,2021,,19.7055378,1,1,15.3,390,0.062,27.2
134,2021,,19.8992157,1,1,15.3,390,0.062,27.2
135,2021,,20.4156895,1,1,15.3,390,0.062,27.2
136,2021,,20.7845993,1,1,15.3,390,0.062,27.2
137,2021,,20.6739273,1,1,15.3,390,0.062,27.2
138,2021,,19.8623238,1,1,15.3,390,0.062,27.2
139,2021,,19.6502018,1,1,15.3,390,0.062,27.2
140,2021,,19.6502018,1,1,15.3,390,0.062,27.2
141,2021,,19.7239838,1,1,15.3,390,0.062,27.2
142,2021,,19.7608757,1,1,15.3,390,0.062,27.2
143,2021,,19.5948658,1,1,15.3,390,0.062,27.2
144,2021,,19.8346577,1,1,15.3,390,0.062,27.2
145,2021,,20.0375576,1,1,15.3,390,0.062,27.2
146,2021,,20.2035675,1,1,15.3,390,0.062,27.2
147,2021,,20.2681255,1,1,15.3,390,0.062,27.2
148,2021,,20.2127895,1,1,15.3,390,0.062,27.2
149,2021,,20.0283337,1,1,15.3,390,0.062,27.2
150,2021,,20.0744495,1,1,15.3,390,0.062,27.2
151,2021,,20.0467796,1,1,15.3,390,0.062,27.2
152,2021,,19.9361057,1,1,15.3,390,0.062,27.2
153,2021,,20.0652256,1,1,15.3,390,0.062,27.2
154,2021,,20.1666756,1,1,15.3,390,0.062,27.2
155,2021,,20.1205616,1,1,15.3,390,0.062,27.2
156,2021,,20.1021156,1,1,15.3,390,0.062,27.2
157,2021,,19.9637756,1,1,15.3,390,0.062,27.2
158,2021,,19.8899937,1,1,15.3,390,0.062,27.2
159,2021,,19.8069878,1,1,15.3,390,0.062,27.2
160,2021,,19.8899937,1,1,15.3,390,0.062,27.2
161,2021,,19.9176617,1,1,15.3,390,0.062,27.2
162,2021,,19.7147598,1,1,15.3,390,0.062,27.2
163,2021,,19.3919659,1,1,15.3,390,0.062,27.2
164,2021,,19.3274059,1,1,15.3,390,0.062,27.2
165,2021,,19.2167339,1,1,15.3,390,0.062,27.2
166,2021,,19.152174,1,1,15.3,390,0.062,27.2
167,2021,,19.3458519,1,1,15.3,390,0.062,27.2
168,2021,,19.2167339,1,1,15.3,390,0.062,27.2
169,2021,,19.0599461,1,1,15.3,390,0.062,27.2
170,2021,,19.152174,1,1,15.3,390,0.062,27.2
171,2021,,19.1613979,1,1,15.3,390,0.062,27.2
172,2021,,19.189064,1,1,15.3,390,0.062,27.2
173,2021,,19.2444,1,1,15.3,390,0.062,27.2
174,2021,,19.179842,1,1,15.3,390,0.062,27.2
175,2021,,19.0968361,1,1,15.3,390,0.062,27.2
176,2021,,19.10606,1,1,15.3,390,0.062,27.2
177,2021,,19.225956,1,1,15.3,390,0.062,27.2
178,2021,,19.3827438,1,1,15.3,390,0.062,27.2
179,,,,,,,,,
