OID_,Log_ID_txt,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,MEDIAN,PCT90,PCT80,PCT70,PCT60,PCT50,PCT40,PCT30,PCT20,PCT10
1,10792428,1,2587.000000000000000,10.893078628640415,20.479999542236328,22.079999923706055,1.600000381469727,20.849014293285844,0.214800252870826,53936.399976730477647,20.780000686645508,21.170000076293945,20.959999084472656,20.870000839233398,20.819999694824219,20.780000686645508,20.750000000000000,20.719999313354492,20.690000534057617,20.670000076293945
2,2331257,2,1061.000000000000000,4.467551768452834,21.350000381469727,24.010000228881836,2.659999847412109,21.746786009692315,0.326201865074034,23073.339956283547508,21.670000076293945,22.149999618530273,21.889999389648438,21.809999465942383,21.739999771118164,21.670000076293945,21.610000610351562,21.569999694824219,21.510000228881836,21.440000534057617
3,10862876,3,2324.000000000000000,9.785664759551731,21.090000152587891,26.479999542236328,5.389999389648438,22.359707408025191,1.011608346813003,51963.960016250544868,22.040000915527344,23.697000694274905,23.239999771118164,22.909999847412109,22.368000793457028,22.040000915527344,21.799999237060547,21.670000076293945,21.540000915527344,21.280000686645508
4,10862886,4,14070.000000000000000,59.244536646683670,20.530000686645508,23.860000610351562,3.329999923706055,21.160792469791765,0.503988254996377,297732.350049970147666,21.059999465942383,21.829999923706055,21.430000305175781,21.290000915527344,21.170000076293945,21.059999465942383,20.920000076293945,20.809999465942383,20.750000000000000,20.690000534057617
5,10862878,5,10773.000000000000000,45.361861641416006,20.479999542236328,27.870000839233398,7.390001296997070,21.315719856786995,0.836902943094111,229634.250017166283214,20.930000305175781,22.530000686645508,21.780000686645508,21.389999389648438,21.209999084472656,20.930000305175781,20.860000610351562,20.790000915527344,20.729999542236328,20.680000305175781
6,10360382,6,325.000000000000000,1.368477214653319,21.340000152587891,22.809999465942383,1.469999313354492,21.914153847327583,0.258540854108044,7122.100000381464270,21.889999389648438,22.260000228881836,22.120000839233398,22.030000686645508,21.950000762939453,21.889999389648438,21.819999694824219,21.760000228881836,21.690000534057617,21.620000839233398
7,10360378,7,1047.000000000000000,4.408601980744691,22.719999313354492,26.149999618530273,3.430000305175781,23.658156636337392,0.713533188767675,24770.089998245250172,23.420000076293945,24.803999328613280,24.217999267578126,23.709999084472656,23.530000686645508,23.420000076293945,23.319999694824219,23.219999313354492,23.120000839233398,22.989999771118164
8,10524511,8,5471.000000000000000,23.036734896517864,21.200000762939453,26.750000000000000,5.549999237060547,21.974750488468072,0.821463767628242,120223.859922408824787,21.719999313354492,22.979999542236328,22.350000381469727,22.030000686645508,21.829999923706055,21.719999313354492,21.610000610351562,21.510000228881836,21.399999618530273,21.280000686645508
9,10360379,9,2440.000000000000000,10.274105857704916,20.819999694824219,23.610000610351562,2.790000915527344,21.485024581190039,0.447790577017318,52423.459978103695903,21.389999389648438,22.129999160766602,21.790000915527344,21.610000610351562,21.479999542236328,21.389999389648438,21.309999465942383,21.209999084472656,21.110000610351562,21.000000000000000
10,10862908,10,532.000000000000000,2.240091932909432,20.659999847412109,26.399999618530273,5.739999771118164,21.696334566388803,1.232177388925038,11542.449989318842199,21.224999427795410,23.385999870300299,22.137999343872067,21.709999084472656,21.430000305175781,21.224999427795410,21.079999923706055,20.972999382019044,20.879999160766602,20.790000915527344
11,10862923,11,1458.000000000000000,6.139199319890888,22.059999465942383,25.670000076293945,3.610000610351562,22.777599436756017,0.523080995497895,33209.739978790268651,22.610000610351562,23.590000152587891,23.286000823974611,22.940000534057617,22.750000000000000,22.610000610351562,22.510000228881836,22.409999847412109,22.329999923706055,22.250000000000000
12,2331280a,12,207.000000000000000,0.871614718256114,22.670000076293945,25.920000076293945,3.250000000000000,23.891980691808449,0.962769986565413,4945.640003204349341,23.719999313354492,25.329999923706055,24.926000213623048,24.522000503540042,24.131999969482422,23.719999313354492,23.284000778198241,23.047999572753906,22.909999847412109,22.799999237060547
13,10862915,16,3625.000000000000000,15.263784317287016,20.379999160766602,23.979999542236328,3.600000381469727,21.339958630791955,0.621793167493278,77357.350036620831816,21.149999618530273,22.229999542236328,21.809999465942383,21.510000228881836,21.280000686645508,21.149999618530273,21.030000686645508,20.940000534057617,20.840000152587891,20.750000000000000
14,10862879,17,7107.000000000000000,29.925438660126570,20.270000457763672,24.750000000000000,4.479999542236328,21.087441963838838,0.713378447596757,149868.450037002621684,20.760000228881836,22.180000305175781,21.670000076293945,21.280000686645508,20.979999542236328,20.760000228881836,20.649999618530273,20.569999694824219,20.530000686645508,20.479999542236328
15,10862875a,18,1743.000000000000000,7.339248569663797,21.579999923706055,26.950000762939453,5.370000839233398,22.680108994502007,0.873258779855164,39531.429977416999463,22.420000076293945,23.918000030517575,23.196000671386720,22.963999176025389,22.670000076293945,22.420000076293945,22.219999313354492,22.110000610351562,22.010000228881836,21.850000381469727
16,10872720,19,122.000000000000000,0.513705292885246,23.379999160766602,24.489999771118164,1.110000610351562,23.962786846473573,0.263103369308718,2923.459995269775845,23.945000648498535,24.368000793457032,24.186000442504884,24.079999923706055,23.989999771118164,23.945000648498535,23.909999847412109,23.843000221252439,23.741999816894531,23.629999160766602
17,10862894,20,8146.000000000000000,34.300355047895181,19.889999389648438,23.280000686645508,3.390001296997070,20.540429653595901,0.506876430854657,167322.339958192198537,20.370000839233398,21.229999542236328,20.889999389648438,20.639999389648438,20.489999771118164,20.370000839233398,20.309999465942383,20.250000000000000,20.159999847412109,20.049999237060547
