OID_,CID,temp2019,temp2021,temp2019_1,temp2021_1
327,1,21.2999992,18.8199997,21.2999992,18.8199997
328,1,17.2399998,18.6599998,17.2399998,18.6599998
329,1,19.1599998,21.7600002,19.1599998,21.7600002
330,1,17.7099991,21.7099991,17.7099991,21.7099991
331,1,17.1100006,18.5799999,17.1100006,18.5799999
332,1,19.3099995,20.3500004,19.3099995,20.3500004
333,1,19.9799995,21.9699993,19.9799995,21.9699993
334,1,20.2800007,19.4200001,20.2800007,19.4200001
335,1,32.8899994,18.7800007,32.8899994,18.7800007
336,1,20.1200008,20.5200005,20.1200008,20.5200005
337,1,21.7000008,19.2000008,21.7000008,19.2000008
338,1,18.1599998,19.4500008,18.1599998,19.4500008
339,1,19.4899998,23.2399998,19.4899998,23.2399998
340,1,17.6399994,20.0900002,17.6399994,20.0900002
341,1,20.1700001,24.3999996,20.1700001,24.3999996
342,1,18.5400009,19.6399994,18.5400009,19.6399994
343,1,20.1100006,19.7000008,20.1100006,19.7000008
344,1,20.0100002,24.5499992,20.0100002,24.5499992
345,1,17.8299999,19.1700001,17.8299999,19.1700001
346,1,29.8600006,18.8899994,29.8600006,18.8899994
347,1,17.2500000,19.5499992,17.2500000,19.5499992
348,1,21.8099995,18.2000008,21.8099995,18.2000008
349,1,23.8099995,23.7500000,23.8099995,23.7500000
350,1,23.7600002,26.6599998,23.7600002,26.6599998
351,1,23.1900005,20.2600002,23.1900005,20.2600002
352,1,23.8999996,18.9099998,23.8999996,18.9099998
353,1,17.1499996,18.8700008,17.1499996,18.8700008
354,1,20.2900009,20.7999992,20.2900009,20.7999992
355,1,17.2500000,19.3999996,17.2500000,19.3999996
356,1,21.9799995,25.5100002,21.9799995,25.5100002
357,1,17.4099998,19.4699993,17.4099998,19.4699993
358,1,19.5900002,20.4200001,19.5900002,20.4200001
359,1,22.6900005,24.6399994,22.6900005,24.6399994
360,1,19.2399998,20.7500000,19.2399998,20.7500000
361,1,17.6299992,19.1100006,17.6299992,19.1100006
362,1,30.1100006,18.5200005,30.1100006,18.5200005
363,1,17.8199997,20.3400002,17.8199997,20.3400002
364,1,23.9200001,24.2099991,23.9200001,24.2099991
365,1,16.8400002,18.1200008,16.8400002,18.1200008
366,1,17.7900009,18.6900005,17.7900009,18.6900005
367,1,22.0799999,22.2500000,22.0799999,22.2500000
368,1,17.1800003,18.0900002,17.1800003,18.0900002
369,1,23.7399998,25.0000000,23.7399998,25.0000000
370,1,17.9899998,18.1000004,17.9899998,18.1000004
371,1,20.0200005,20.0699997,20.0200005,20.0699997
372,1,19.5300007,20.4599991,19.5300007,20.4599991
373,1,17.8899994,19.8799992,17.8899994,19.8799992
374,1,17.0300007,18.5000000,17.0300007,18.5000000
375,1,20.0200005,19.1900005,20.0200005,19.1900005
376,1,20.8400002,22.1900005,20.8400002,22.1900005
377,1,20.6499996,23.5100002,20.6499996,23.5100002
378,1,20.7099991,23.5400009,20.7099991,23.5400009
379,1,18.0300007,18.9099998,18.0300007,18.9099998
380,1,17.5599995,18.5599995,17.5599995,18.5599995
381,1,17.7299995,19.0200005,17.7299995,19.0200005
382,1,18.3400002,20.0000000,18.3400002,20.0000000
383,1,17.0900002,18.5400009,17.0900002,18.5400009
384,1,17.2800007,19.0200005,17.2800007,19.0200005
385,1,26.8199997,29.2099991,26.8199997,29.2099991
386,1,20.9200001,23.1299992,20.9200001,23.1299992
387,1,21.5799999,19.8199997,21.5799999,19.8199997
388,1,17.3899994,18.7199993,17.3899994,18.7199993
389,1,18.5000000,19.7099991,18.5000000,19.7099991
390,1,18.1299992,20.5400009,18.1299992,20.5400009
391,1,18.2600002,18.8299999,18.2600002,18.8299999
392,1,17.6000004,19.0000000,17.6000004,19.0000000
393,1,18.8799992,22.0599995,18.8799992,22.0599995
394,1,16.7800007,18.5400009,16.7800007,18.5400009
395,1,17.7199993,20.0699997,17.7199993,20.0699997
396,1,24.7399998,24.6100006,24.7399998,24.6100006
397,1,23.2999992,25.3799992,23.2999992,25.3799992
398,1,18.1800003,21.1299992,18.1800003,21.1299992
399,1,20.0599995,19.5599995,20.0599995,19.5599995
400,1,21.3199997,24.5799999,21.3199997,24.5799999
401,1,18.6900005,21.2299995,18.6900005,21.2299995
402,1,23.7600002,26.1599998,23.7600002,26.1599998
403,1,17.5400009,20.0100002,17.5400009,20.0100002
404,1,17.8199997,18.9400005,17.8199997,18.9400005
405,1,18.0599995,19.2600002,18.0599995,19.2600002
406,1,17.9400005,19.4500008,17.9400005,19.4500008
407,1,17.5499992,18.6599998,17.5499992,18.6599998
408,1,18.7399998,21.8400002,18.7399998,21.8400002
409,1,18.6900005,20.3799992,18.6900005,20.3799992
410,1,19.2500000,22.8600006,19.2500000,22.8600006
411,1,19.3799992,19.0200005,19.3799992,19.0200005
412,1,16.9099998,18.5100002,16.9099998,18.5100002
413,1,18.8099995,19.5300007,18.8099995,19.5300007
414,1,18.9599991,19.1100006,18.9599991,19.1100006
415,1,18.0400009,18.8099995,18.0400009,18.8099995
416,1,17.9200001,18.7600002,17.9200001,18.7600002
417,1,17.7800007,18.8899994,17.7800007,18.8899994
418,1,18.7299995,19.4300003,18.7299995,19.4300003
419,1,19.5400009,19.0300007,19.5400009,19.0300007
420,1,17.6499996,19.6000004,17.6499996,19.6000004
421,1,17.4899998,20.8700008,17.4899998,20.8700008
422,1,22.8500004,24.7299995,22.8500004,24.7299995
423,1,17.8400002,19.6599998,17.8400002,19.6599998
424,1,16.6000004,18.0000000,16.6000004,18.0000000
425,1,17.8199997,19.4699993,17.8199997,19.4699993
426,1,17.1399994,18.5599995,17.1399994,18.5599995
427,1,17.5000000,19.1499996,17.5000000,19.1499996
428,1,17.2500000,18.8500004,17.2500000,18.8500004
429,1,17.1100006,18.7099991,17.1100006,18.7099991
430,1,18.6599998,20.0100002,18.6599998,20.0100002
431,1,17.8600006,18.5799999,17.8600006,18.5799999
432,1,17.7800007,18.8799992,17.7800007,18.8799992
433,1,19.2199993,20.8400002,19.2199993,20.8400002
434,1,19.0699997,20.5300007,19.0699997,20.5300007
435,1,17.7000008,18.9799995,17.7000008,18.9799995
436,1,16.8700008,17.4899998,16.8700008,17.4899998
437,1,18.9099998,19.9799995,18.9099998,19.9799995
438,1,19.8700008,22.0300007,19.8700008,22.0300007
439,1,17.5699997,19.1100006,17.5699997,19.1100006
440,1,23.6499996,26.1000004,23.6499996,26.1000004
441,1,16.6200008,17.8199997,16.6200008,17.8199997
442,1,17.4200001,18.6399994,17.4200001,18.6399994
443,1,17.3299999,17.7900009,17.3299999,17.7900009
444,1,18.0300007,19.2199993,18.0300007,19.2199993
445,1,16.8700008,18.2299995,16.8700008,18.2299995
446,1,17.3700008,18.8099995,17.3700008,18.8099995
447,1,18.2500000,20.1000004,18.2500000,20.1000004
448,1,24.9699993,24.2700005,24.9699993,24.2700005
449,1,18.6900005,19.3500004,18.6900005,19.3500004
450,1,17.7000008,19.7600002,17.7000008,19.7600002
451,1,17.8400002,19.6000004,17.8400002,19.6000004
452,1,18.9099998,21.8099995,18.9099998,21.8099995
453,1,18.6100006,20.2099991,18.6100006,20.2099991
454,1,20.4400005,26.3600006,20.4400005,26.3600006
455,1,17.8899994,18.7999992,17.8899994,18.7999992
456,1,17.6800003,19.7399998,17.6800003,19.7399998
457,1,18.0699997,18.8899994,18.0699997,18.8899994
458,1,21.3799992,20.7800007,21.3799992,20.7800007
459,1,19.6100006,22.5100002,19.6100006,22.5100002
460,1,20.6000004,25.7700005,20.6000004,25.7700005
461,1,19.7999992,24.3600006,19.7999992,24.3600006
462,1,18.0000000,19.0799999,18.0000000,19.0799999
463,1,19.0200005,20.8600006,19.0200005,20.8600006
464,1,16.2000008,17.2900009,16.2000008,17.2900009
465,1,21.1100006,24.5799999,21.1100006,24.5799999
466,1,16.9599991,18.3400002,16.9599991,18.3400002
467,1,18.5900002,18.9300003,18.5900002,18.9300003
468,1,17.0000000,17.9500008,17.0000000,17.9500008
469,1,15.8199997,17.4500008,15.8199997,17.4500008
470,1,18.0599995,19.7399998,18.0599995,19.7399998
471,1,16.5499992,18.4899998,16.5499992,18.4899998
472,1,18.5699997,20.4699993,18.5699997,20.4699993
473,1,15.8000002,18.0799999,15.8000002,18.0799999
474,1,16.9099998,18.7800007,16.9099998,18.7800007
475,1,15.8100004,17.2299995,15.8100004,17.2299995
476,1,19.8199997,18.1200008,19.8199997,18.1200008
477,1,16.9099998,18.1800003,16.9099998,18.1800003
478,1,17.0599995,19.0000000,17.0599995,19.0000000
479,1,16.7500000,17.8400002,16.7500000,17.8400002
480,1,16.7500000,17.4899998,16.7500000,17.4899998
481,1,16.8299999,19.2999992,16.8299999,19.2999992
482,1,17.1399994,20.9099998,17.1399994,20.9099998
483,1,17.3600006,19.4400005,17.3600006,19.4400005
484,1,18.3799992,19.0499992,18.3799992,19.0499992
485,1,16.6299992,17.4099998,16.6299992,17.4099998
486,1,17.6000004,18.4200001,17.6000004,18.4200001
487,1,16.0499992,17.4099998,16.0499992,17.4099998
488,1,16.6599998,17.8199997,16.6599998,17.8199997
489,1,16.9300003,17.5100002,16.9300003,17.5100002
490,1,16.9099998,17.7600002,16.9099998,17.7600002
491,1,15.9099998,17.3500004,15.9099998,17.3500004
492,1,16.7099991,18.0300007,16.7099991,18.0300007
493,1,17.1100006,17.9300003,17.1100006,17.9300003
494,1,16.0900002,17.3500004,16.0900002,17.3500004
495,1,16.1700001,17.3999996,16.1700001,17.3999996
496,1,19.5100002,21.1299992,19.5100002,21.1299992
497,1,16.8299999,18.3400002,16.8299999,18.3400002
498,1,17.6800003,18.3500004,17.6800003,18.3500004
499,1,16.8999996,18.3099995,16.8999996,18.3099995
500,1,16.1700001,17.2600002,16.1700001,17.2600002
501,1,17.4099998,18.0200005,17.4099998,18.0200005
502,1,17.5100002,20.0400009,17.5100002,20.0400009
503,1,18.0699997,19.6000004,18.0699997,19.6000004
504,1,19.5599995,20.0699997,19.5599995,20.0699997
505,1,16.2700005,18.0599995,16.2700005,18.0599995
506,1,16.3299999,17.4500008,16.3299999,17.4500008
507,1,16.7000008,17.8099995,16.7000008,17.8099995
508,1,16.8999996,18.3600006,16.8999996,18.3600006
509,1,15.4200001,18.0200005,15.4200001,18.0200005
510,1,15.6800003,17.3799992,15.6800003,17.3799992
511,1,16.9799995,19.5699997,16.9799995,19.5699997
512,1,18.8500004,18.6200008,18.8500004,18.6200008
513,1,16.5900002,17.7399998,16.5900002,17.7399998
514,1,17.3199997,19.3299999,17.3199997,19.3299999
515,1,22.7800007,24.5100002,22.7800007,24.5100002
516,1,17.5499992,18.8700008,17.5499992,18.8700008
517,1,16.0300007,17.7299995,16.0300007,17.7299995
518,1,17.1299992,18.2900009,17.1299992,18.2900009
519,1,16.1000004,17.4200001,16.1000004,17.4200001
520,1,17.0499992,18.1200008,17.0499992,18.1200008
521,1,16.4500008,17.7500000,16.4500008,17.7500000
522,1,16.6200008,18.6599998,16.6200008,18.6599998
523,1,16.6599998,17.6700001,16.6599998,17.6700001
524,1,15.8900003,17.4799995,15.8900003,17.4799995
525,1,16.2500000,17.4099998,16.2500000,17.4099998
526,1,17.3199997,17.6800003,17.3199997,17.6800003
527,1,16.2299995,18.2199993,16.2299995,18.2199993
528,1,21.6000004,21.1299992,21.6000004,21.1299992
529,1,15.9600000,18.2000008,15.9600000,18.2000008
530,1,16.9099998,18.3700008,16.9099998,18.3700008
531,1,15.5200005,17.1000004,15.5200005,17.1000004
532,1,15.5400000,18.8299999,15.5400000,18.8299999
533,1,17.4200001,17.8199997,17.4200001,17.8199997
534,1,15.9600000,17.3299999,15.9600000,17.3299999
535,1,16.2800007,17.3099995,16.2800007,17.3099995
536,1,18.2099991,19.8600006,18.2099991,19.8600006
537,1,15.8000002,17.4099998,15.8000002,17.4099998
538,1,16.4200001,18.3999996,16.4200001,18.3999996
539,1,17.6499996,18.1200008,17.6499996,18.1200008
540,1,15.7900000,17.2399998,15.7900000,17.2399998
541,1,16.8799992,17.9099998,16.8799992,17.9099998
542,1,16.3799992,17.4899998,16.3799992,17.4899998
543,1,18.1800003,18.7399998,18.1800003,18.7399998
544,1,20.1900005,18.8500004,20.1900005,18.8500004
545,1,17.8899994,17.8799992,17.8899994,17.8799992
546,1,17.3700008,18.2800007,17.3700008,18.2800007
547,1,17.6000004,18.9500008,17.6000004,18.9500008
548,1,17.0799999,18.4099998,17.0799999,18.4099998
549,1,16.3099995,18.0000000,16.3099995,18.0000000
550,1,17.6700001,19.1399994,17.6700001,19.1399994
551,1,17.0300007,18.2000008,17.0300007,18.2000008
552,1,17.3299999,18.8700008,17.3299999,18.8700008
553,1,16.8700008,17.6499996,16.8700008,17.6499996
554,1,16.3799992,17.2299995,16.3799992,17.2299995
555,1,17.6599998,18.3500004,17.6599998,18.3500004
556,1,16.8999996,18.4799995,16.8999996,18.4799995
557,1,24.1000004,19.2999992,24.1000004,19.2999992
558,1,19.2199993,19.8500004,19.2199993,19.8500004
559,1,20.1700001,25.6599998,20.1700001,25.6599998
560,1,17.4599991,19.3700008,17.4599991,19.3700008
561,1,28.9699993,28.1399994,28.9699993,28.1399994
562,1,16.4699993,18.1800003,16.4699993,18.1800003
563,1,17.2199993,18.2500000,17.2199993,18.2500000
564,1,17.1900005,18.1800003,17.1900005,18.1800003
565,1,20.1200008,19.3500004,20.1200008,19.3500004
566,1,16.5300007,17.3299999,16.5300007,17.3299999
567,1,18.3600006,18.6299992,18.3600006,18.6299992
568,1,16.6200008,17.7299995,16.6200008,17.7299995
569,1,17.2999992,18.2000008,17.2999992,18.2000008
570,1,17.3600006,20.6200008,17.3600006,20.6200008
571,1,17.9200001,21.2700005,17.9200001,21.2700005
572,1,17.0200005,18.3199997,17.0200005,18.3199997
573,1,22.6700001,19.0000000,22.6700001,19.0000000
574,1,16.7600002,17.3700008,16.7600002,17.3700008
575,1,16.5200005,18.3799992,16.5200005,18.3799992
576,1,25.3400002,22.7199993,25.3400002,22.7199993
577,1,16.4899998,17.4400005,16.4899998,17.4400005
578,1,16.5499992,17.5699997,16.5499992,17.5699997
579,1,16.4300003,18.3899994,16.4300003,18.3899994
580,1,17.9500008,19.7199993,17.9500008,19.7199993
581,1,16.5799999,18.0900002,16.5799999,18.0900002
582,1,17.3899994,17.9200001,17.3899994,17.9200001
583,1,17.4500008,19.3099995,17.4500008,19.3099995
584,1,17.6499996,19.7000008,17.6499996,19.7000008
585,1,17.2600002,17.9699993,17.2600002,17.9699993
586,1,18.4200001,18.3999996,18.4200001,18.3999996
587,1,17.1599998,17.8999996,17.1599998,17.8999996
588,1,20.5100002,22.3199997,20.5100002,22.3199997
589,1,18.0000000,19.2399998,18.0000000,19.2399998
590,1,17.3400002,20.3799992,17.3400002,20.3799992
591,1,16.5100002,17.2900009,16.5100002,17.2900009
592,1,17.9599991,19.2999992,17.9599991,19.2999992
593,1,16.9599991,18.1700001,16.9599991,18.1700001
594,1,17.4899998,17.6800003,17.4899998,17.6800003
595,1,21.9799995,21.8600006,21.9799995,21.8600006
596,1,17.1900005,18.2600002,17.1900005,18.2600002
597,1,17.3500004,17.5900002,17.3500004,17.5900002
598,1,16.5799999,17.7399998,16.5799999,17.7399998
599,1,16.8400002,17.8999996,16.8400002,17.8999996
600,1,16.9500008,17.8400002,16.9500008,17.8400002
601,1,22.8099995,25.0599995,22.8099995,25.0599995
602,1,17.2299995,18.0300007,17.2299995,18.0300007
603,1,19.8600006,21.8099995,19.8600006,21.8099995
604,1,18.5400009,20.3500004,18.5400009,20.3500004
605,1,16.5300007,17.7199993,16.5300007,17.7199993
606,1,17.4500008,17.7600002,17.4500008,17.7600002
607,1,17.0200005,17.9500008,17.0200005,17.9500008
608,1,17.3400002,18.8199997,17.3400002,18.8199997
609,1,16.5000000,17.9400005,16.5000000,17.9400005
610,1,18.1599998,18.2000008,18.1599998,18.2000008
611,1,16.9799995,18.1700001,16.9799995,18.1700001
612,1,17.1900005,17.9799995,17.1900005,17.9799995
613,1,17.0900002,18.1800003,17.0900002,18.1800003
614,1,16.8899994,18.7999992,16.8899994,18.7999992
615,1,18.4599991,18.9500008,18.4599991,18.9500008
616,1,17.6399994,18.8299999,17.6399994,18.8299999
617,1,18.9300003,19.4400005,18.9300003,19.4400005
618,1,16.7099991,17.9200001,16.7099991,17.9200001
619,1,22.5699997,18.6100006,22.5699997,18.6100006
620,1,19.5100002,18.8600006,19.5100002,18.8600006
621,1,17.9400005,19.0699997,17.9400005,19.0699997
622,1,17.8700008,19.3899994,17.8700008,19.3899994
623,1,18.6499996,18.3700008,18.6499996,18.3700008
624,1,17.9599991,19.0400009,17.9599991,19.0400009
625,1,15.8000002,18.2999992,15.8000002,18.2999992
626,1,16.8099995,17.8600006,16.8099995,17.8600006
627,1,16.8999996,18.1499996,16.8999996,18.1499996
628,1,16.5100002,18.0200005,16.5100002,18.0200005
629,1,16.7099991,17.8999996,16.7099991,17.8999996
630,1,21.3400002,19.8799992,21.3400002,19.8799992
631,1,18.6100006,21.7600002,18.6100006,21.7600002
632,1,18.0599995,19.1599998,18.0599995,19.1599998
633,1,16.7700005,20.5400009,16.7700005,20.5400009
634,1,16.0000000,16.9300003,16.0000000,16.9300003
635,1,15.9399996,17.7999992,15.9399996,17.7999992
636,1,22.5300007,25.1000004,22.5300007,25.1000004
637,1,16.3700008,18.5300007,16.3700008,18.5300007
638,1,20.7800007,22.8999996,20.7800007,22.8999996
639,1,16.8799992,17.5699997,16.8799992,17.5699997
640,1,16.1000004,17.1499996,16.1000004,17.1499996
641,1,17.8600006,17.8899994,17.8600006,17.8899994
642,1,21.7399998,19.8600006,21.7399998,19.8600006
643,1,18.2500000,18.4500008,18.2500000,18.4500008
644,1,16.4799995,18.5100002,16.4799995,18.5100002
645,1,17.2900009,17.5300007,17.2900009,17.5300007
646,1,16.1299992,17.2800007,16.1299992,17.2800007
647,1,16.7800007,17.9500008,16.7800007,17.9500008
648,1,21.2000008,20.9300003,21.2000008,20.9300003
649,1,18.8099995,22.8600006,18.8099995,22.8600006
650,1,20.1399994,21.9699993,20.1399994,21.9699993
651,1,16.5200005,16.8199997,16.5200005,16.8199997
652,1,16.1100006,17.6299992,16.1100006,17.6299992
653,1,16.3899994,18.1000004,16.3899994,18.1000004
654,1,16.0900002,18.5100002,16.0900002,18.5100002
655,1,16.2199993,17.0400009,16.2199993,17.0400009
656,1,16.7299995,17.0499992,16.7299995,17.0499992
657,1,17.6599998,18.4699993,17.6599998,18.4699993
658,1,23.6499996,23.5699997,23.6499996,23.5699997
659,1,16.1100006,17.2900009,16.1100006,17.2900009
660,1,17.0100002,20.3500004,17.0100002,20.3500004
661,1,17.6399994,18.8600006,17.6399994,18.8600006
662,1,16.0000000,17.4500008,16.0000000,17.4500008
663,1,17.7999992,18.2999992,17.7999992,18.2999992
664,1,16.6000004,19.2600002,16.6000004,19.2600002
665,1,16.3999996,17.3999996,16.3999996,17.3999996
666,1,16.8999996,19.2000008,16.8999996,19.2000008
667,1,17.6299992,18.6499996,17.6299992,18.6499996
668,1,16.8700008,17.8700008,16.8700008,17.8700008
669,1,21.0499992,21.3500004,21.0499992,21.3500004
670,1,22.5699997,22.6599998,22.5699997,22.6599998
671,1,17.4699993,19.1000004,17.4699993,19.1000004
672,1,17.1700001,17.9400005,17.1700001,17.9400005
673,1,19.6299992,19.0100002,19.6299992,19.0100002
674,1,15.9899998,17.4099998,15.9899998,17.4099998
675,1,16.3199997,19.4899998,16.3199997,19.4899998
676,1,16.3299999,17.4400005,16.3299999,17.4400005
677,1,19.2800007,20.0400009,19.2800007,20.0400009
678,1,16.7900009,16.9400005,16.7900009,16.9400005
679,1,16.0100002,17.3999996,16.0100002,17.3999996
680,1,16.6299992,17.5400009,16.6299992,17.5400009
681,1,21.9300003,22.6200008,21.9300003,22.6200008
682,1,16.1900005,18.7000008,16.1900005,18.7000008
683,1,16.7399998,17.5699997,16.7399998,17.5699997
684,1,19.4099998,19.4699993,19.4099998,19.4699993
685,1,16.7399998,19.8099995,16.7399998,19.8099995
686,1,16.1200008,18.5200005,16.1200008,18.5200005
687,1,19.6900005,22.9300003,19.6900005,22.9300003
688,1,17.0799999,19.3600006,17.0799999,19.3600006
689,1,16.5300007,18.5699997,16.5300007,18.5699997
690,1,17.2099991,19.7299995,17.2099991,19.7299995
691,1,19.5000000,22.7500000,19.5000000,22.7500000
692,1,17.3600006,18.9899998,17.3600006,18.9899998
693,1,17.1399994,21.0900002,17.1399994,21.0900002
694,1,21.3400002,21.0200005,21.3400002,21.0200005
695,1,17.3400002,19.1000004,17.3400002,19.1000004
696,1,16.2199993,17.9699993,16.2199993,17.9699993
697,1,18.2800007,19.3099995,18.2800007,19.3099995
698,1,17.0100002,19.0599995,17.0100002,19.0599995
699,1,16.9799995,18.7700005,16.9799995,18.7700005
700,1,17.1399994,18.3700008,17.1399994,18.3700008
701,1,17.2299995,18.5799999,17.2299995,18.5799999
702,1,17.0799999,18.4400005,17.0799999,18.4400005
703,1,21.7099991,21.5200005,21.7099991,21.5200005
704,1,16.5900002,19.3099995,16.5900002,19.3099995
705,1,17.7999992,18.6299992,17.7999992,18.6299992
706,1,16.6000004,18.5100002,16.6000004,18.5100002
707,1,16.6599998,18.3999996,16.6599998,18.3999996
708,1,16.9300003,18.7900009,16.9300003,18.7900009
709,1,17.1599998,18.1499996,17.1599998,18.1499996
710,1,16.7099991,18.4699993,16.7099991,18.4699993
711,1,17.5599995,18.5100002,17.5599995,18.5100002
712,1,17.2399998,18.8600006,17.2399998,18.8600006
713,1,16.5300007,18.3899994,16.5300007,18.3899994
714,1,18.3700008,21.1800003,18.3700008,21.1800003
715,1,17.0799999,18.9300003,17.0799999,18.9300003
716,1,16.9500008,18.9599991,16.9500008,18.9599991
717,1,17.1000004,18.8600006,17.1000004,18.8600006
718,1,16.8700008,18.4599991,16.8700008,18.4599991
719,1,22.4599991,23.8899994,22.4599991,23.8899994
720,1,17.0200005,18.5100002,17.0200005,18.5100002
721,1,22.7900009,25.0499992,22.7900009,25.0499992
722,1,20.7099991,19.5300007,20.7099991,19.5300007
723,1,18.5200005,19.0000000,18.5200005,19.0000000
724,1,16.9400005,19.1700001,16.9400005,19.1700001
725,1,16.9799995,18.5100002,16.9799995,18.5100002
726,1,17.0799999,18.0699997,17.0799999,18.0699997
727,1,21.4400005,20.7500000,21.4400005,20.7500000
728,1,16.7500000,19.7299995,16.7500000,19.7299995
729,1,16.7999992,18.4500008,16.7999992,18.4500008
730,1,16.1399994,19.2500000,16.1399994,19.2500000
731,1,17.1399994,18.4400005,17.1399994,18.4400005
732,1,16.8899994,18.8999996,16.8899994,18.8999996
733,1,18.0799999,19.7999992,18.0799999,19.7999992
734,1,20.0100002,19.4099998,20.0100002,19.4099998
735,1,16.6399994,18.4300003,16.6399994,18.4300003
736,1,16.6900005,18.3299999,16.6900005,18.3299999
737,1,17.6100006,20.0000000,17.6100006,20.0000000
738,1,21.1100006,23.0599995,21.1100006,23.0599995
739,1,16.7700005,18.4099998,16.7700005,18.4099998
740,1,16.7299995,18.6100006,16.7299995,18.6100006
741,1,17.0599995,19.0699997,17.0599995,19.0699997
742,1,16.0000000,19.1700001,16.0000000,19.1700001
743,1,17.3500004,21.9400005,17.3500004,21.9400005
744,1,21.0300007,22.8400002,21.0300007,22.8400002
745,1,16.8099995,18.8500004,16.8099995,18.8500004
746,1,16.7299995,18.5400009,16.7299995,18.5400009
747,1,15.8100004,18.1100006,15.8100004,18.1100006
748,1,17.1499996,18.6599998,17.1499996,18.6599998
749,1,16.7500000,18.6299992,16.7500000,18.6299992
750,1,18.0499992,20.8400002,18.0499992,20.8400002
751,1,17.7199993,19.5699997,17.7199993,19.5699997
752,1,17.9400005,19.5200005,17.9400005,19.5200005
753,1,16.9500008,18.2199993,16.9500008,18.2199993
754,1,23.4200001,25.7600002,23.4200001,25.7600002
755,1,16.3700008,18.3299999,16.3700008,18.3299999
756,1,17.9099998,18.9099998,17.9099998,18.9099998
757,1,17.4500008,18.3299999,17.4500008,18.3299999
758,1,19.9099998,20.1800003,19.9099998,20.1800003
759,1,17.0200005,21.8400002,17.0200005,21.8400002
760,1,17.4200001,19.1100006,17.4200001,19.1100006
761,1,16.8099995,18.3899994,16.8099995,18.3899994
762,1,20.0699997,20.3099995,20.0699997,20.3099995
763,1,16.6700001,18.7600002,16.6700001,18.7600002
764,1,17.7399998,19.1399994,17.7399998,19.1399994
765,1,16.7999992,18.2999992,16.7999992,18.2999992
766,1,20.9300003,23.0599995,20.9300003,23.0599995
767,1,18.9200001,18.8700008,18.9200001,18.8700008
768,1,16.7399998,17.9799995,16.7399998,17.9799995
769,1,17.5599995,19.8299999,17.5599995,19.8299999
770,1,17.0400009,18.4099998,17.0400009,18.4099998
771,1,16.7199993,18.3199997,16.7199993,18.3199997
772,1,16.9799995,18.6399994,16.9799995,18.6399994
773,1,16.7900009,19.5300007,16.7900009,19.5300007
774,1,17.2299995,18.4300003,17.2299995,18.4300003
775,1,17.2199993,18.7000008,17.2199993,18.7000008
776,1,16.6800003,18.2600002,16.6800003,18.2600002
777,1,18.6299992,19.2399998,18.6299992,19.2399998
778,1,18.5699997,18.4699993,18.5699997,18.4699993
779,1,19.3700008,19.0000000,19.3700008,19.0000000
780,1,23.8099995,18.2999992,23.8099995,18.2999992
781,1,30.1399994,19.3099995,30.1399994,19.3099995
782,1,16.6499996,18.5799999,16.6499996,18.5799999
783,1,17.7399998,18.4599991,17.7399998,18.4599991
784,1,17.4599991,19.1900005,17.4599991,19.1900005
785,1,26.5400009,20.9899998,26.5400009,20.9899998
786,1,16.8299999,18.3199997,16.8299999,18.3199997
787,1,19.3700008,18.5400009,19.3700008,18.5400009
788,1,17.8199997,18.4500008,17.8199997,18.4500008
789,1,16.9400005,19.0100002,16.9400005,19.0100002
790,1,16.7800007,18.6599998,16.7800007,18.6599998
791,1,17.2199993,19.3799992,17.2199993,19.3799992
792,1,16.8199997,18.2099991,16.8199997,18.2099991
793,1,17.0300007,18.2500000,17.0300007,18.2500000
794,1,22.7199993,18.5400009,22.7199993,18.5400009
795,1,17.0799999,18.1100006,17.0799999,18.1100006
796,1,21.3400002,21.7999992,21.3400002,21.7999992
797,1,16.7900009,18.4300003,16.7900009,18.4300003
798,1,16.5100002,18.5000000,16.5100002,18.5000000
799,1,21.7000008,27.2600002,21.7000008,27.2600002
800,1,19.9899998,19.0699997,19.9899998,19.0699997
801,1,16.9400005,18.3299999,16.9400005,18.3299999
802,1,17.4300003,19.0799999,17.4300003,19.0799999
803,1,17.3899994,19.1499996,17.3899994,19.1499996
804,1,30.9699993,19.7000008,30.9699993,19.7000008
805,1,17.1299992,18.7500000,17.1299992,18.7500000
806,1,16.7900009,18.5400009,16.7900009,18.5400009
807,1,17.1700001,18.4099998,17.1700001,18.4099998
808,1,28.1900005,21.1499996,28.1900005,21.1499996
809,1,16.5900002,18.5699997,16.5900002,18.5699997
810,1,16.7199993,18.1499996,16.7199993,18.1499996
811,1,23.0900002,25.5400009,23.0900002,25.5400009
812,1,17.1499996,18.4300003,17.1499996,18.4300003
813,1,16.9099998,18.6499996,16.9099998,18.6499996
814,1,17.6100006,19.8600006,17.6100006,19.8600006
815,1,17.4699993,19.0400009,17.4699993,19.0400009
816,1,16.7199993,18.4599991,16.7199993,18.4599991
817,1,27.3899994,17.6100006,27.3899994,17.6100006
818,1,18.5400009,17.3899994,18.5400009,17.3899994
819,1,17.2199993,18.1499996,17.2199993,18.1499996
820,1,30.0799999,20.0100002,30.0799999,20.0100002
821,1,16.7999992,18.6800003,16.7999992,18.6800003
822,1,21.6900005,21.8600006,21.6900005,21.8600006
823,1,16.6399994,18.6000004,16.6399994,18.6000004
824,1,26.5599995,18.8299999,26.5599995,18.8299999
