"","FileName","SceneTemperature","ImagerTemperatureC","GPSLatitude","GPSLongitude","GPSAltitude"
"217","IMG_0240_6.tif",39.03,38.2000061035156,44.1605567,-122.2883997,492.557
"218","IMG_0241_6.tif",41.93,38.1700073242188,44.1605582,-122.2882615,492.498
"219","IMG_0242_6.tif",45.51,38.1499877929688,44.1605595,-122.2879889,492.773
"220","IMG_0243_6.tif",44.05,38.1299987792969,44.1605591,-122.2877315,493.269
"221","IMG_0244_6.tif",43.81,38.1,44.1605609,-122.2875715,493.058
"222","IMG_0245_6.tif",39.5700000000001,38.089990234375,44.1605553,-122.287571,492.764
"223","IMG_0246_6.tif",31.01,38.0800109863281,44.1603637,-122.2875697,492.668
"224","IMG_0247_6.tif",31.85,38.0599914550781,44.1601632,-122.2875702,492.473
"225","IMG_0248_6.tif",33.47,38.0500122070313,44.1599617,-122.2875705,492.533
"226","IMG_0249_6.tif",31.31,38.0700012207031,44.1597034,-122.2875742,492.774
"227","IMG_0250_6.tif",31.85,38.0599914550781,44.1595584,-122.2875729,492.812
"228","IMG_0251_6.tif",34.6900000000001,38.0800109863281,44.1593127,-122.2875756,493.03
"229","IMG_0252_6.tif",32.91,38.1,44.1590673,-122.2875739,493.288
"230","IMG_0253_6.tif",37.11,38.1,44.1588491,-122.2875697,493.398
"231","IMG_0254_6.tif",36.27,38.1299987792969,44.1586182,-122.2875688,493.507
"232","IMG_0255_6.tif",36.27,38.1499877929688,44.1583728,-122.2875693,493.476
"233","IMG_0256_6.tif",36.87,38.1599975585938,44.1582147,-122.2875712,493.41
"234","IMG_0257_6.tif",37.59,38.1799865722656,44.1580585,-122.2875745,493.163
"235","IMG_0258_6.tif",37.59,38.1899963378906,44.1577991,-122.2875757,493.197
"236","IMG_0259_6.tif",36.99,38.2099853515625,44.1575539,-122.2875767,493.305
"237","IMG_0260_6.tif",37.81,38.2099853515625,44.1573363,-122.2875723,493.442
"238","IMG_0261_6.tif",37.27,38.2099853515625,44.1571487,-122.2875704,493.349
"239","IMG_0262_6.tif",37.1300000000001,38.2199951171875,44.1569178,-122.2875746,493
"240","IMG_0263_6.tif",37.39,38.2199951171875,44.1566591,-122.2875746,492.96
"241","IMG_0264_6.tif",37.45,38.2199951171875,44.1564726,-122.2875736,492.975
"242","IMG_0265_6.tif",35.01,38.2099853515625,44.1562851,-122.2875725,493.034
"243","IMG_0266_6.tif",37.7500000000001,38.2300048828125,44.1560463,-122.2875708,492.965
"244","IMG_0267_6.tif",37.67,38.2400146484375,44.156039,-122.287571,492.606
"245","IMG_0268_6.tif",37.11,38.2600036621094,44.1560365,-122.2874998,492.483
"246","IMG_0269_6.tif",36.99,38.2600036621094,44.1560369,-122.2872352,492.438
"247","IMG_0270_6.tif",36.47,38.2799926757813,44.1560354,-122.2868977,492.803
"248","IMG_0271_6.tif",38.0700000000001,38.2799926757813,44.1560361,-122.2867328,492.675
"249","IMG_0272_6.tif",37.31,38.2700134277344,44.1560689,-122.2867355,492.125
"250","IMG_0273_6.tif",38.1300000000001,38.2600036621094,44.1562171,-122.2867327,492.178
"251","IMG_0274_6.tif",37.21,38.2600036621094,44.1563496,-122.2867312,492.359
"252","IMG_0275_6.tif",37.31,38.2300048828125,44.1566507,-122.2867274,492.608
"253","IMG_0276_6.tif",36.79,38.2199951171875,44.1568525,-122.2867286,492.748
"254","IMG_0277_6.tif",36.59,38.2000061035156,44.1570958,-122.2867262,492.438
"255","IMG_0278_6.tif",37.15,38.1899963378906,44.1572693,-122.2867245,492.549
"256","IMG_0279_6.tif",37.27,38.1599975585938,44.1574862,-122.2867222,492.684
"257","IMG_0280_6.tif",33.79,38.1199890136719,44.1576741,-122.2867228,492.688
"258","IMG_0281_6.tif",37.47,38.110009765625,44.1579448,-122.2867221,492.384
"259","IMG_0282_6.tif",34.95,38.089990234375,44.1581469,-122.2867217,492.424
"260","IMG_0283_6.tif",35.01,38.0599914550781,44.1583509,-122.286726,492.611
"261","IMG_0284_6.tif",35.15,38.0400024414063,44.1585977,-122.2867253,492.695
"262","IMG_0285_6.tif",34.73,38.0100036621094,44.1587562,-122.2867249,492.523
"263","IMG_0286_6.tif",31.53,37.9999938964844,44.1590005,-122.2867263,492.611
"264","IMG_0287_6.tif",31.81,37.9800048828125,44.159216,-122.2867253,492.465
"265","IMG_0288_6.tif",32.03,37.9599853515625,44.1593745,-122.2867249,492.683
"266","IMG_0289_6.tif",33.2500000000001,37.9299865722656,44.1596614,-122.286722,493.046
"267","IMG_0290_6.tif",31.0700000000001,37.9200073242188,44.1598771,-122.2867201,493.227
