OID_,Log_ID_txt,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,MEDIAN,PCT90,PCT80,PCT70,PCT60,PCT50,PCT40,PCT30,PCT20,PCT10
1,10792428,1,4920.000000000000000,20.716639680292744,20.920000076293945,24.500000000000000,3.579999923706055,21.341048760918120,0.375702119854014,104997.959903717157431,21.270000457763672,21.670000076293945,21.479999542236328,21.389999389648438,21.340000152587891,21.270000457763672,21.200000762939453,21.139999389648438,21.079999923706055,21.000000000000000
2,2331257,2,3718.000000000000000,15.655379335635857,21.629999160766602,29.319999694824219,7.690000534057617,23.781928448217911,1.694870073880618,88421.209970474199508,23.209999084472656,26.510000228881836,25.600000381469727,24.709999084472656,23.809999465942383,23.209999084472656,22.829999923706055,22.510000228881836,22.209999084472656,21.959999084472656
3,10862876,3,10785.000000000000000,45.412390030885618,21.930000305175781,38.200000762939453,16.270000457763672,26.234324511411735,3.712525008417911,282937.189855575561523,25.309999465942383,32.025999450683599,28.500000000000000,26.700000762939453,25.829999923706055,25.309999465942383,24.889999389648438,24.030000686645508,23.059999465942383,22.469999313354492
4,10862886,4,17845.000000000000000,75.139925832281307,20.879999160766602,26.170000076293945,5.290000915527344,21.844543570969858,0.836193871730558,389815.880023957113735,21.569999694824219,23.229999542236328,22.420000076293945,21.909999847412109,21.729999542236328,21.569999694824219,21.459999084472656,21.350000381469727,21.200000762939453,21.040000915527344
5,10862878,5,15536.000000000000000,65.417421559558548,20.600000381469727,34.110000610351562,13.510000228881836,23.053491875759470,2.755007616391861,358159.049781799141783,21.959999084472656,26.850000381469727,25.139999389648438,23.799999237060547,22.729999542236328,21.959999084472656,21.440000534057617,21.030000686645508,20.809999465942383,20.680000305175781
6,10360382,6,6747.000000000000000,28.409586976206327,21.559999465942383,26.450000762939453,4.890001296997070,22.882189117008632,0.887569563933622,154386.129972457245458,22.719999313354492,24.120000839233398,23.420000076293945,23.170000076293945,22.959999084472656,22.719999313354492,22.510000228881836,22.319999694824219,22.100000381469727,21.930000305175781
7,10360378,7,10777.000000000000000,45.378704437909533,24.229999542236328,34.400001525878906,10.170001983642578,27.382667723973626,1.902960425857452,295103.010061263747048,27.149999618530273,29.719999313354492,28.920000076293945,28.309999465942383,27.709999084472656,27.149999618530273,26.629999160766602,26.159999847412109,25.590000152587891,25.090000152587891
8,10524511,8,11672.000000000000000,49.147280152109126,21.559999465942383,34.009998321533203,12.449998855590820,25.945365830428713,3.377202531381615,302834.309972763934638,25.399999618530273,30.870000839233398,29.430000305175781,28.389999389648438,27.000000000000000,25.399999618530273,23.909999847412109,23.013000297546384,22.459999084472656,22.000000000000000
9,10360379,9,7282.000000000000000,30.662311006482064,26.000000000000000,34.400001525878906,8.400001525878906,28.304031859253538,1.032828597279607,206109.959999084268929,28.190000534057617,29.520000457763672,28.889999389648438,28.579999923706055,28.370000839233398,28.190000534057617,27.989999771118164,27.770000457763672,27.459999084472656,27.149999618530273
10,10862908,10,7865.000000000000000,33.117148594614314,21.670000076293945,40.479999542236328,18.809999465942383,27.437905919195696,3.356930158945528,215799.130054474138888,27.319999694824219,31.700000762939453,30.401999664306647,29.219999313354492,28.133999252319335,27.319999694824219,26.139999389648438,25.231999588012691,24.280000686645508,23.270000457763672
11,10862923,11,5792.000000000000000,24.388369314686091,25.170000076293945,35.740001678466797,10.570001602172852,29.359456157816059,2.307170044497060,170049.970066070614848,29.459999084472656,32.220001220703125,31.579999923706055,30.829999923706055,30.116000747680665,29.459999084472656,28.829999923706055,27.972999382019040,26.989999771118164,25.979999542236328
12,2331280a,12,3210.000000000000000,13.516344181654413,22.329999923706055,39.939998626708984,17.609998703002930,27.304199369674187,3.040187848019393,87646.479976654140046,26.610000610351562,31.931000328063963,29.260000228881836,28.389999389648438,27.670000076293945,26.610000610351562,25.790000915527344,25.229999542236328,24.719999313354492,24.059999465942383
13,10862915,16,13365.000000000000000,56.275993765673277,20.510000228881836,28.690000534057617,8.180000305175781,22.440368870978908,1.367198020404960,299915.529960633080918,22.180000305175781,24.346000289916994,23.600000381469727,23.110000610351562,22.620000839233398,22.180000305175781,21.780000686645508,21.442000579833984,21.180000305175781,20.920000076293945
14,10862879,17,14958.000000000000000,62.983637467036353,20.309999465942383,30.940000534057617,10.630001068115234,22.655462617844929,1.785141703610179,338880.409837724466342,22.399999618530273,25.069999694824219,24.069999694824219,23.489999771118164,22.899999618530273,22.399999618530273,21.909999847412109,21.590000152587891,20.860000610351562,20.500000000000000
15,10862875a,18,12375.000000000000000,52.107401634882663,22.590000152587891,34.279998779296875,11.689998626708984,24.969658188328555,1.693771354698096,308999.520080565882381,24.559999465942383,27.139999389648438,26.280000686645508,25.639999389648438,25.073999786376948,24.559999465942383,24.190000534057617,23.870000839233398,23.520000457763672,23.139999389648438
16,10872720,19,6148.000000000000000,25.887378202121909,22.639999389648438,29.329999923706055,6.690000534057617,25.031128826588027,1.184201890849566,153891.380025863181800,24.750000000000000,26.909999847412109,25.700000762939453,25.200000762939453,24.950000762939453,24.750000000000000,24.579999923706055,24.360000610351562,24.120000839233398,23.860000610351562
17,10862894,20,15283.000000000000000,64.352114681689841,20.120000839233398,29.049999237060547,8.929998397827148,22.093751872653659,1.893847655186882,337658.809869765886106,21.440000534057617,25.069999694824219,23.700000762939453,22.819999694824219,22.071999740600575,21.440000534057617,20.959999084472656,20.610000610351562,20.430000305175781,20.280000686645508
