OID_,ORIG_FID,DIST_M,COUNT09,AREA09,MIN09,MAX09,RANGE09,MEAN09,STD09,SUM09,MEDIAN09,PCT90_09,COUNT19,AREA19,MIN19,MAX19,RANGE19,MEAN19,STD19,SUM19,MEDIAN19,PCT90_19,COUNT21,AREA21,MIN21,MAX21,RANGE21,MEAN21,STD21,SUM21,MEDIAN21,PCT90_21
144,403,806,8,2.88,-0.20902583,0.081897728,0.290923558,-0.04538133,0.113551065,-0.36305064,-0.063564055,0.081897728,644,2.408958631,0.949427187,1.327626705,0.378199518,1.147359399,0.065734449,738.8994532,1.153074861,1.240350723,465,2.397720822,0.625445485,1.076374531,0.450929046,0.857838563,0.109301129,398.8949318,0.872729659,0.989098549
145,404,808,9,3.24,-0.20902583,-0.063564055,0.145461775,-0.112051313,0.068571339,-1.008461818,-0.063564055,-0.063564055,492,1.840384544,0.68759656,0.92033428,0.23273772,0.794742301,0.045783958,391.013212,0.789421737,0.862151265,355,1.830518047,0.712721407,1.061828017,0.34910661,0.856953579,0.058711977,304.2185205,0.858183205,0.916366279
146,405,810,8,2.88,-0.20902583,0.081897728,0.290923558,-0.136294941,0.10285701,-1.090359531,-0.20902583,-0.01992552,838,3.134638716,0.542137563,1.371266127,0.829128563,0.835853579,0.171494843,700.4452993,0.774875283,1.109435439,606,3.124771652,0.538166761,1.105467439,0.567300677,0.866055825,0.132471939,524.8298298,0.916366279,1.032735109
147,406,812,8,2.88,-0.20902583,0.081897728,0.290923558,-0.063564054,0.07273089,-0.50851243,-0.063564055,-0.01992552,841,3.145860573,0.483951718,1.036705971,0.552754253,0.655547685,0.100858734,551.3156029,0.643959939,0.774875283,607,3.12992804,0.290885329,0.930912733,0.640027404,0.611186306,0.149255208,370.9900877,0.596352577,0.814543843
148,407,814,8,2.88,-0.063564055,0.081897728,0.145461783,0.009166837,0.072730891,0.073334694,0.009166837,0.081897728,836,3.127157478,0.425768673,0.803965449,0.378196776,0.626785867,0.091575578,523.992985,0.629413486,0.745782375,607,3.12992804,0.450890779,0.770907223,0.320016444,0.622641108,0.061511671,377.9431524,0.625445485,0.698174953
149,408,816,12,4.32,-0.063564055,0.081897728,0.145461783,-0.015076794,0.068571342,-0.180921525,-0.063564055,0.081897728,800,2.992495194,0.149391562,0.673052847,0.523661286,0.467932936,0.135482865,374.3463491,0.527591109,0.614867032,581,2.99586193,0.407254189,0.756360769,0.34910658,0.609421585,0.063811634,354.0739409,0.610899031,0.698174953
150,409,818,6,2.16,-0.063564055,0.081897728,0.145461783,-0.039320424,0.054210406,-0.235922545,-0.063564055,0.009166837,48,0.179549712,0.498498172,0.614867032,0.11636886,0.540924363,0.031817798,25.96436942,0.542137563,0.585774124,34,0.175317221,0.523623049,0.669082046,0.145458996,0.577527833,0.03537314,19.63594633,0.574532896,0.625445485
151,420,840,4,1.44,0.081897728,0.227359504,0.145461775,0.118263172,0.062986796,0.473052688,0.081897728,0.183720971,30,0.11221857,0.207574621,0.411222219,0.203647599,0.290003609,0.062433928,8.700108275,0.294853359,0.382129312,22,0.113440555,0.916366279,0.989098549,0.07273227,0.958683236,0.021889696,21.09103119,0.960005641,0.989098549
152,421,842,4,1.44,0.081897728,0.227359504,0.145461775,0.154628616,0.072730888,0.618514463,0.154628616,0.227359504,58,0.216955902,-0.156078458,-0.01061667,0.145461787,-0.077076724,0.035022555,-4.470449992,-0.083346173,-0.025163127,39,0.201099166,0.494530141,0.698174953,0.203644812,0.564649816,0.056372317,22.02134281,0.538166761,0.657447124
153,422,844,8,2.88,0.081897728,0.227359504,0.145461775,0.136445894,0.070421379,1.091567151,0.081897728,0.227359504,835,3.123416859,-0.24335441,0.178484485,0.421838894,-0.07289442,0.098475154,-60.86684034,-0.083346173,0.076659285,604,3.114458874,0.319975466,0.669082046,0.34910658,0.494144372,0.062809938,298.4632007,0.494530141,0.581806123
154,423,846,10,3.6,-0.20902583,0.227359504,0.436385334,-0.005379342,0.116369423,-0.053793415,-0.063564055,0.096443906,832,3.112195002,-0.257900864,0.163938016,0.42183888,0.006080342,0.094111415,5.058844195,0.01847624,0.120298654,607,3.12992804,0.363614827,0.974552095,0.610937268,0.63879269,0.144062015,387.7471626,0.596352577,0.858183205
155,424,848,8,2.88,-0.20902583,0.081897728,0.290923558,-0.027198608,0.096213924,-0.217588864,-0.063564055,0.081897728,837,3.130898097,-0.534277976,0.003929785,0.538207761,-0.204286498,0.093147856,-170.9877987,-0.199715048,-0.097892627,606,3.124771652,0.290885329,1.018191457,0.727306128,0.688141974,0.150133721,417.0140362,0.712721407,0.872729659
156,425,850,9,3.24,-0.20902583,0.081897728,0.290923558,-0.031239213,0.091428454,-0.281152919,-0.063564055,0.081897728,836,3.127157478,-0.272447318,-0.025163127,0.247284191,-0.129647321,0.054027672,-108.3851603,-0.119712312,-0.068799719,609,3.140240818,0.349068373,0.756360769,0.407292396,0.561408379,0.088070239,341.8977029,0.552713215,0.669082046
157,426,852,9,3.24,-0.063564055,0.227359504,0.290923558,0.033410466,0.118769046,0.30069419,-0.063564055,0.227359504,834,3.11967624,-0.301537454,0.091205746,0.3927432,-0.112404176,0.096614114,-93.74508314,-0.126985535,0.01847624,606,3.124771652,0.378161281,0.770907223,0.392745942,0.62582888,0.087059696,379.2523012,0.639991939,0.727267861
158,427,854,8,2.88,-0.063564055,0.227359504,0.290923558,0.081897727,0.07273089,0.655181818,0.081897728,0.125536261,836,3.127157478,-0.694283426,-0.083346173,0.610937253,-0.311091034,0.126324738,-260.0721047,-0.286993772,-0.170624912,605,3.119615263,0.261792392,0.538166761,0.27637437,0.430190286,0.067427412,260.2651231,0.450890779,0.509076595
159,428,856,8,2.88,-0.063564055,0.081897728,0.145461783,0.063715005,0.048106963,0.509720042,0.081897728,0.081897728,833,3.115935621,-0.156078458,0.076659285,0.232737742,-0.034399686,0.053048873,-28.65493824,-0.039709583,0.047569152,604,3.114458874,0.087237716,0.625445485,0.538207769,0.352391888,0.145092807,212.8447001,0.349068373,0.552713215
160,429,858,9,3.24,-0.063564055,0.227359504,0.290923558,0.065735307,0.082412495,0.591617763,0.081897728,0.110990083,832,3.112195002,-0.170624912,0.062115606,0.232740518,-0.029917558,0.063807319,-24.8914082,-0.025163127,0.047569152,605,3.119615263,0.072691254,0.421797872,0.349106617,0.295139691,0.071067659,178.5595132,0.305429012,0.378161281
161,430,860,8,2.88,-0.063564055,0.227359504,0.290923558,0.063715003,0.113551065,0.509720027,0.081897728,0.227359504,836,3.127157478,-0.345176816,0.047569152,0.392745968,-0.155694787,0.067013559,-130.1608416,-0.156078458,-0.068799719,607,3.12992804,0.232699499,0.494530141,0.261830643,0.364740857,0.053708889,221.3977003,0.363614827,0.436344326
162,431,862,9,3.24,-0.063564055,0.081897728,0.145461783,0.017248047,0.072280541,0.155232422,0.081897728,0.081897728,837,3.130898097,-0.301537454,0.236667529,0.538204983,-0.080861664,0.106354263,-67.68121291,-0.097892627,0.082477869,609,3.140240818,0.159969985,0.654538393,0.494568408,0.388622498,0.096841997,236.6711014,0.392707735,0.523623049
163,432,864,8,2.88,-0.063564055,0.227359504,0.290923558,0.081897726,0.10285701,0.65518181,0.081897728,0.227359504,666,2.491252249,-0.214261502,0.57122767,0.785489172,0.009390041,0.147603559,6.253767255,-0.039709583,0.229394302,482,2.485379432,0.043601122,0.334521919,0.290920798,0.150794351,0.072447379,72.68287735,0.145423532,0.261792392
164,433,866,8,2.88,0.081897728,0.227359504,0.145461775,0.136445894,0.070421379,1.091567151,0.081897728,0.227359504,1,0.003740619,0.193028152,0.193028152,0,0.193028152,0,0.193028152,0.193028152,0.193028152,1,0.005156389,0.043601122,0.043601122,0,0.043601122,0,0.043601122,0.043601122,0.043601122
165,434,868,9,3.24,-0.063564055,0.227359504,0.290923558,0.098060147,0.082412494,0.882541321,0.081897728,0.227359504,254,0.950117224,-0.723376334,1.618550301,2.341926634,0.66142611,0.539553592,168.0022319,0.716689467,1.356719613,185,0.95393194,1.629125953,5.832957268,4.203831315,3.268121449,0.960825585,604.602468,3.171016932,4.581989765
166,435,870,9,3.24,-0.063564055,0.227359504,0.290923558,0.114222565,0.114285567,1.028003089,0.081897728,0.227359504,439,1.642131738,-0.01061667,0.716689467,0.727306138,0.116289577,0.150835206,51.05112435,0.047569152,0.33848995,319,1.644888048,0.567259669,2.967369318,2.400109649,1.360274776,0.519391983,433.9276537,1.294565797,2.109150648
167,436,872,9,3.24,-0.063564055,0.372821301,0.436385356,0.195034669,0.133278734,1.755312018,0.227359504,0.372821301,819,3.063566955,-0.097892627,0.207574621,0.305467248,0.089181748,0.057492383,73.0398513,0.091205746,0.163938016,591,3.047425819,0.538166761,1.745497584,1.207330823,0.930913356,0.300669503,550.1697933,0.814543843,1.425481081
168,437,874,9,3.24,0.081897728,0.227359504,0.145461775,0.130384987,0.068571339,1.173464879,0.081897728,0.227359504,836,3.127157478,-0.214261502,0.323943496,0.538204998,0.134462176,0.11270233,112.4103793,0.149391562,0.265760422,606,3.124771652,0.421797872,0.872729659,0.450931787,0.638550716,0.110467642,386.9617339,0.639991939,0.785450935
169,438,876,9,3.24,0.227359504,3.427504778,3.200145274,0.93850259,0.961082372,8.446523309,0.518280268,1.79833951,836,3.127157478,-0.345176816,0.193028152,0.538204968,-0.174747297,0.104941616,-146.0887401,-0.199715048,-0.01061667,609,3.140240818,0.290885329,0.610899031,0.320013702,0.480389581,0.0749364,292.557255,0.479983687,0.581806123
170,439,878,9,3.24,0.081897728,0.372821301,0.290923573,0.195034667,0.091428456,1.755312003,0.227359504,0.256451863,833,3.115935621,-0.257900864,0.076659285,0.334560148,-0.102904618,0.068502531,-85.7195466,-0.097892627,-0.013525962,609,3.140240818,0.421797872,0.698174953,0.276377082,0.556344671,0.051884264,338.8139047,0.552713215,0.625445485
171,440,880,8,2.88,0.081897728,2.554739714,2.472841986,0.536464406,0.774632509,4.291715249,0.227359504,1.129218102,837,3.130898097,-0.316083908,0.1057522,0.421836108,-0.138594375,0.108610248,-116.0034918,-0.141532004,0.033022694,606,3.124771652,0.421797872,0.654538393,0.232740521,0.501490628,0.045276762,303.9033206,0.479983687,0.567259669
172,441,882,5,1.8,-0.063564055,0.227359504,0.290923558,0.081897727,0.091998107,0.409488633,0.081897728,0.169174793,835,3.123416859,-0.417906314,0.01847624,0.436382554,-0.19091863,0.087909683,-159.417056,-0.170624912,-0.097892627,604,3.114458874,0.290885329,0.639991939,0.34910661,0.454648255,0.069619224,274.6075462,0.450890779,0.552713215
173,443,886,5,1.8,0.081897728,0.227359504,0.145461775,0.140082438,0.071261425,0.700412191,0.081897728,0.227359504,835,3.123416859,-0.534277976,-0.025163127,0.509114848,-0.314046653,0.127609592,-262.2289557,-0.345176816,-0.112439089,607,3.12992804,0.10178417,0.552713215,0.450929046,0.344060008,0.123081612,208.8444252,0.349068373,0.509076595
174,444,888,10,3.6,-0.063564055,0.227359504,0.290923558,0.038259193,0.093140985,0.382591926,0.081897728,0.096443906,835,3.123416859,-0.519731522,0.076659285,0.596390806,-0.301329589,0.123604147,-251.6102069,-0.330630362,-0.126985535,610,3.145397207,0.043601122,0.378161281,0.33456016,0.220084864,0.075128774,134.2517672,0.218153045,0.319975466
175,445,890,9,3.24,0.081897728,0.372821301,0.290923573,0.227359508,0.096974524,2.046235576,0.227359504,0.372821301,834,3.11967624,-0.679736972,-0.039709583,0.640027389,-0.413931049,0.132808063,-345.2184948,-0.432452798,-0.199715048,610,3.145397207,0.014508209,0.567259669,0.55275146,0.294699324,0.123932815,179.7665873,0.290885329,0.465437233
176,446,892,8,2.88,0.081897728,0.372821301,0.290923573,0.227359506,0.072730893,1.81887605,0.227359504,0.270998043,835,3.123416859,-0.461545706,-0.083346173,0.378199533,-0.326310639,0.076954952,-272.4693836,-0.345176816,-0.199715048,608,3.135084429,0.159969985,0.552713215,0.39274323,0.387443439,0.085166577,235.5656109,0.392707735,0.494530141
177,447,894,9,3.24,0.081897728,0.372821301,0.290923573,0.195034667,0.091428456,1.755312003,0.227359504,0.256451863,840,3.142119954,-0.432452798,0.033022694,0.465475492,-0.231041999,0.102791917,-194.075279,-0.24335441,-0.096437982,603,3.109302485,0.276338875,0.523623049,0.247284174,0.410799048,0.066596091,247.711826,0.407254189,0.494530141
178,448,896,8,2.88,0.081897728,0.372821301,0.290923573,0.245542231,0.087201279,1.964337848,0.227359504,0.372821301,834,3.11967624,-0.316083908,-0.068799719,0.247284189,-0.242046338,0.048302656,-201.866646,-0.257900864,-0.170624912,606,3.124771652,0.392707735,0.509076595,0.11636886,0.430008249,0.025187156,260.5849989,0.421797872,0.465437233
179,449,898,7,2.52,0.227359504,0.372821301,0.145461798,0.268920017,0.065712942,1.88244012,0.227359504,0.372821301,836,3.127157478,-0.388816178,-0.112439089,0.276377089,-0.263851003,0.061914704,-220.5794383,-0.257900864,-0.185168594,610,3.145397207,0.378161281,0.6836285,0.305467218,0.499751993,0.066492896,304.848716,0.494530141,0.596352577
180,450,900,1,0.36,0.227359504,0.227359504,0,0.227359504,0,0.227359504,0.227359504,0.227359504,832,3.112195002,-0.505185068,-0.257900864,0.247284204,-0.377993293,0.041647888,-314.4904201,-0.374269724,-0.330630362,607,3.12992804,0.334521919,0.552713215,0.218191296,0.454917329,0.050054346,276.1348187,0.465437233,0.509076595
181,454,908,6,2.16,0.227359504,0.372821301,0.145461798,0.275846769,0.068571349,1.655080616,0.227359504,0.372821301,843,3.153341811,-0.446999252,-0.141532004,0.305467248,-0.302539436,0.068498968,-255.040745,-0.316083908,-0.199715048,602,3.104146096,0.363614827,0.698174953,0.334560126,0.583691347,0.081456663,351.3821911,0.610899031,0.669082046
182,455,910,6,2.16,0.081897728,0.372821301,0.290923573,0.300090406,0.111098276,1.800542437,0.372821301,0.372821301,834,3.11967624,-0.534277976,-0.156078458,0.378199518,-0.307224538,0.072367882,-256.2252647,-0.301537454,-0.218625438,605,3.119615263,0.407254189,0.756360769,0.34910658,0.620227461,0.085021941,375.2376141,0.639991939,0.72144928
183,459,918,5,1.8,0.518280268,0.663742065,0.145461798,0.576464987,0.071261436,2.882324934,0.518280268,0.663742065,840,3.142119954,-0.47609216,-0.185168594,0.290923566,-0.35662348,0.045726658,-299.5637234,-0.35972327,-0.301537454,608,3.135084429,0.378161281,0.785450935,0.407289654,0.549723743,0.089468831,334.2320357,0.523623049,0.698174953
184,460,920,2,0.72,0.372821301,0.663742065,0.290920764,0.518281683,0.145460382,1.036563367,0.518281683,0.634649989,835,3.123416859,-0.432452798,-0.039709583,0.392743215,-0.275320834,0.060209943,-229.8928965,-0.286993772,-0.199715048,608,3.135084429,0.552713215,0.770907223,0.218194008,0.632383194,0.040784462,384.488982,0.625445485,0.698174953
185,462,924,1,0.36,0.372821301,0.372821301,0,0.372821301,0,0.372821301,0.372821301,0.372821301,832,3.112195002,-0.301537454,0.658506393,0.960043848,0.010398708,0.182369417,8.651724924,-0.039709583,0.280306906,605,3.119615263,0.509076595,0.945459187,0.436382592,0.641938406,0.091299817,388.3727357,0.625445485,0.785450935
186,463,926,1,0.36,0.663742065,0.663742065,0,0.663742065,0,0.663742065,0.663742065,0.663742065,424,1.586022453,0.207574621,2.491318226,2.283743605,0.957249864,0.546788754,405.8739422,0.833058357,1.803284705,305,1.572698604,0.712721407,2.181880236,1.469158828,1.007364015,0.261541351,307.2460244,0.945459187,1.352751613
187,464,928,3,1.08,0.518280268,0.518280268,0,0.518280268,0,1.554840803,0.518280268,0.518280268,486,1.81794083,-0.432452798,0.33848995,0.770942748,-0.109386223,0.141846522,-53.16170417,-0.112439089,0.083932515,351,1.809892491,0.989098549,4.698358536,3.709259987,2.275538755,0.849481468,798.7141029,2.12369442,3.491030693
188,465,930,8,2.88,0.372821301,0.518280268,0.145458966,0.409186043,0.06298558,3.273488343,0.372821301,0.518280268,839,3.138379335,-0.286993772,0.047569152,0.334562924,-0.083156014,0.063967182,-69.7678957,-0.068799719,-0.01061667,607,3.12992804,0.436344326,1.483666897,1.047322571,0.721564245,0.245471466,437.9894969,0.625445485,1.120013833
189,466,932,8,2.88,0.081897728,0.518280268,0.43638254,0.318272779,0.144320404,2.54618223,0.372821301,0.416458991,836,3.127157478,-0.199715048,-0.01061667,0.189098378,-0.108680811,0.039073691,-90.85715838,-0.112439089,-0.054253262,606,3.124771652,0.378161281,0.552713215,0.174551934,0.45984436,0.034502711,278.665682,0.450890779,0.509076595
190,467,934,9,3.24,0.227359504,0.518280268,0.290920764,0.324333721,0.096973903,2.919003487,0.372821301,0.401913095,834,3.11967624,-0.286993772,0.149391562,0.436385334,-0.028877307,0.0836924,-24.08367419,-0.025163127,0.076659285,608,3.135084429,0.363614827,0.654538393,0.290923566,0.500415088,0.058388898,304.2523737,0.494530141,0.581806123
191,468,936,8,2.88,0.227359504,0.372821301,0.145461798,0.263724953,0.062986806,2.109799623,0.227359504,0.372821301,832,3.112195002,-0.374269724,0.01847624,0.392745964,-0.211045053,0.106690863,-175.5894842,-0.199715048,-0.083346173,607,3.12992804,0.0581448,0.538166761,0.480021961,0.338668092,0.106020215,205.5715318,0.363614827,0.450890779
192,469,938,9,3.24,0.227359504,0.518280268,0.290920764,0.340496143,0.091427854,3.064465284,0.372821301,0.401913095,835,3.123416859,-0.636100411,-0.01061667,0.625483741,-0.299273945,0.110539196,-249.8937444,-0.301537454,-0.156078458,604,3.114458874,-0.130953565,0.363614827,0.494568393,0.151058188,0.11265102,91.23914546,0.174513668,0.286521393
193,470,940,9,3.24,0.372821301,0.518280268,0.145458966,0.421307623,0.068570014,3.79176861,0.372821301,0.518280268,623,2.330405632,-0.577914596,-0.025163127,0.552751468,-0.268780738,0.133728726,-167.4503997,-0.24335441,-0.112439089,452,2.330687767,0.159969985,0.625445485,0.4654755,0.365062752,0.105734907,165.0083638,0.363614827,0.509076595
194,471,942,8,2.88,0.227359504,0.518280268,0.290920764,0.409185689,0.096212732,3.273485512,0.372821301,0.518280268,53,0.198252807,0.134845108,0.469405264,0.334560156,0.235844455,0.085493604,12.4997561,0.207574621,0.387947893,39,0.201099166,1.483666897,3.36011529,1.876448393,2.605582457,0.535657046,101.6177158,2.77827096,3.188472652
195,472,944,6,2.16,0.372821301,0.518280268,0.145458966,0.421307623,0.068570014,2.52784574,0.372821301,0.518280268,23,0.086034237,1.85128808,2.549501181,0.6982131,2.166242568,0.209638289,49.82357907,2.113118649,2.453497362,17,0.087658611,4.436528206,5.251112938,0.814584732,4.710338677,0.223363909,80.0757575,4.640175819,5.032920551
196,473,946,2,0.72,0.518280268,0.518280268,0,0.518280268,0,1.036560535,0.518280268,0.518280268,54,0.201993426,1.924017549,3.756829262,1.832811713,2.852545537,0.493987473,154.037459,2.869516253,3.496453261,39,0.201099166,3.229199886,4.247429848,1.018229961,3.798737281,0.319684622,148.150754,3.767407656,4.203790188
197,509,1018,7,2.52,0.081897728,0.372821301,0.290923573,0.165018746,0.105958925,1.155131221,0.081897728,0.285544223,594,2.221927681,0.265760422,1.443995595,1.178235173,0.709710717,0.219565644,421.5681659,0.673052847,1.032342017,429,2.212090823,0.741814315,2.458257198,1.716442883,1.099702667,0.217781918,471.7724441,1.076374531,1.338205099
198,510,1020,3,1.08,0.227359504,0.372821301,0.145461798,0.324334035,0.068571349,0.973002106,0.372821301,0.372821301,460,1.720684736,0.614867032,3.422269106,2.807402074,1.373036233,0.621006767,631.5966671,1.153074861,2.302217007,334,1.722233881,0.872729659,2.370978594,1.498248935,1.402094552,0.293844923,468.2995804,1.36002481,1.813863134
199,512,1024,4,1.44,0.081897728,0.372821301,0.290923573,0.300090408,0.125973602,1.200361632,0.372821301,0.372821301,11,0.041146809,2.258577585,2.520408392,0.261830807,2.404039968,0.078701177,26.44443965,2.404039383,2.491318226,8,0.041251111,3.418301105,3.971052647,0.552751541,3.621945977,0.207250186,28.97556782,3.541943192,3.971052647
200,514,1028,1,0.36,0.518280268,0.518280268,0,0.518280268,0,0.518280268,0.518280268,0.518280268,25,0.093515475,1.720372677,2.054932833,0.334560156,1.858269887,0.095970654,46.45674717,1.85128808,1.990931201,20,0.103127777,2.880093336,3.141923904,0.261830568,3.067011142,0.070104752,61.34022284,3.083738089,3.12883215
201,520,1040,1,0.36,0.372821301,0.372821301,0,0.372821301,0,0.372821301,0.372821301,0.372821301,431,1.612206786,1.138528347,3.873198271,2.734669924,1.572784896,0.49562018,677.8702902,1.385812521,2.156755209,309,1.593324159,1.309112191,3.840137243,2.531025052,1.897453855,0.567470947,586.3132412,1.629125953,2.813182354
202,523,1046,2,0.72,0.372821301,0.372821301,0,0.372821301,0,0.745642602,0.372821301,0.372821301,288,1.07729827,1.618550301,10.2007618,8.582211494,4.017902113,2.089384457,1157.155809,3.502271891,7.070435429,208,1.072528884,1.49821341,5.45475769,3.95654428,3.051570214,1.0178742,634.7266046,2.872820139,4.59653616
203,536,1072,2,0.72,0.081897728,0.372821301,0.290923573,0.227359515,0.145461787,0.454719029,0.227359515,0.343728944,91,0.340396328,0.68759656,3.945930481,3.258333921,1.429130199,0.79181161,130.0508481,1.196711421,3.01497674,70,0.36094722,1.076374531,3.098284721,2.021910191,1.389531973,0.575155306,97.26723814,1.134560347,2.533896065
204,537,1074,8,2.88,0.081897728,0.372821301,0.290923573,0.227359506,0.072730893,1.81887605,0.227359504,0.270998043,166,0.620942753,0.774875283,3.334993124,2.560117841,1.589807747,0.605726009,263.9080861,1.422175884,2.484043598,116,0.598141108,0.770907223,1.120013833,0.34910661,0.901319471,0.093588926,104.5530586,0.872729659,1.047281623
205,538,1076,9,3.24,0.081897728,0.372821301,0.290923573,0.211197089,0.10720937,1.900773801,0.227359504,0.372821301,365,1.365325932,0.600320578,3.611367464,3.011046886,1.480421142,0.552890678,540.3537168,1.400359035,2.165483189,263,1.356130271,0.261792392,0.610899031,0.34910664,0.423624168,0.065611572,111.4131563,0.436344326,0.494530141
206,539,1078,8,2.88,-0.063564055,0.372821301,0.436385356,0.190994062,0.120610539,1.527952492,0.227359504,0.270998043,830,3.104713764,-0.039709583,1.167618513,1.207328096,0.406559603,0.171334721,337.4444704,0.396675766,0.585774124,607,3.12992804,0.130877078,0.494530141,0.363653064,0.297761622,0.081423502,180.7413043,0.305429012,0.407254189
207,540,1080,8,2.88,0.081897728,0.227359504,0.145461775,0.172811338,0.070421379,1.382490702,0.227359504,0.227359504,835,3.123416859,-0.025163127,0.57122767,0.596390797,0.25424512,0.160288035,212.2946755,0.236667529,0.469405264,604,3.114458874,-0.145500034,0.232699499,0.378199533,0.018168268,0.092978107,10.97363403,0.014508209,0.145423532
208,541,1082,8,2.88,-0.063564055,0.227359504,0.290923558,0.136445893,0.101237113,1.091567144,0.154628616,0.227359504,836,3.127157478,-0.228807956,0.57122767,0.800035626,0.232387542,0.183543541,194.2759855,0.251213968,0.45485881,606,3.124771652,-0.160046488,0.10178417,0.261830658,-0.03196304,0.060804876,-19.36960219,-0.029131157,0.043601122
209,542,1084,8,2.88,-0.063564055,0.227359504,0.290923558,0.063715004,0.087201274,0.509720035,0.081897728,0.125536261,814,3.04486386,0.062115606,0.527591109,0.465475503,0.32952001,0.068079348,268.2292885,0.33848995,0.411222219,588,3.031956652,-0.261868894,0.319975466,0.58184436,0.074374326,0.11915293,43.7321035,0.087237716,0.218153045
210,543,1086,9,3.24,-0.063564055,0.227359504,0.290923558,0.098060146,0.107209365,0.882541314,0.081897728,0.227359504,835,3.123416859,0.003929785,0.745782375,0.74185259,0.323578729,0.169835876,270.1882389,0.294853359,0.585774124,609,3.140240818,-0.043677613,0.407254189,0.450931802,0.132524723,0.127110182,80.70755619,0.087237716,0.349068373
211,544,1088,9,3.24,0.081897728,0.227359504,0.145461775,0.098060148,0.045714226,0.882541329,0.081897728,0.110990083,837,3.130898097,0.134845108,0.68759656,0.552751452,0.490086621,0.10602985,410.2025017,0.527591109,0.600320578,606,3.124771652,-0.232775986,0.189060122,0.421836108,-0.061151314,0.101591927,-37.05769605,-0.058224067,0.072691254
212,545,1090,12,4.32,-0.063564055,0.081897728,0.145461783,0.069775913,0.040203513,0.837310955,0.081897728,0.081897728,838,3.134638716,0.265760422,0.774875283,0.509114861,0.49724825,0.128842556,416.6940339,0.483951718,0.68759656,607,3.12992804,-0.130953565,0.465437233,0.596390799,0.19914995,0.119649228,120.8840198,0.218153045,0.334521919
213,546,1092,9,3.24,-0.063564055,0.227359504,0.290923558,0.065735306,0.107209365,0.591617756,0.081897728,0.227359504,573,2.143374683,0.382129312,0.68759656,0.305467248,0.582576253,0.070726455,333.8161932,0.600320578,0.673052847,416,2.145057767,0.174513668,2.676448584,2.501934916,0.619710302,0.514840285,257.7994856,0.370888054,1.40366143
214,547,1094,8,2.88,0.081897728,0.227359504,0.145461775,0.118263172,0.062986796,0.946105376,0.081897728,0.227359504,208,0.77804875,0.382129312,0.978520095,0.596390784,0.80207847,0.104881377,166.8323217,0.818511903,0.905790627,150,0.77345833,0.625445485,2.763724566,2.13827908,1.466016668,0.597200853,219.9025002,1.425481081,2.283702612
215,548,1096,8,2.88,0.081897728,0.227359504,0.145461775,0.118263172,0.062986796,0.946105376,0.081897728,0.227359504,14,0.052368666,3.204077959,5.124165535,1.920087576,4.219188673,0.538211674,59.06864142,4.193213224,4.94233942,11,0.056720278,5.556580067,6.61844635,1.061866283,6.114622463,0.30958243,67.26084709,6.08024168,6.443894386
