OID_,ORIG_FID,DIST_M,COUNT09,AREA09,MIN09,MAX09,RANGE09,MEAN09,STD09,SUM09,MEDIAN09,PCT90_09,COUNT19,AREA19,MIN19,MAX19,RANGE19,MEAN19,STD19,SUM19,MEDIAN19,PCT90_19,COUNT21,AREA21,MIN21,MAX21,RANGE21,MEAN21,STD21,SUM21,MEDIAN21,PCT90_21
68,81,162,9,3.24,-0.645408392,-0.354484856,0.290923536,-0.467621787,0.091428447,-4.208596081,-0.499946624,-0.354484856,836,3.127157478,-1.159758925,-0.388816178,0.770942748,-0.853438807,0.189918383,-713.4748425,-0.868838131,-0.59246105,607,3.12992804,-1.06190455,-0.625521958,0.436382592,-0.893510725,0.089150289,-542.3610104,-0.901899099,-0.770983756
69,82,164,9,3.24,-0.499946624,-0.20902583,0.290920794,-0.419134835,0.099631197,-3.772213519,-0.499946624,-0.325393051,834,3.11967624,-1.159758925,-0.723376334,0.436382592,-0.992287726,0.092353295,-827.5679638,-0.985207021,-0.854291677,608,3.135084429,-0.858259678,-0.276415348,0.58184433,-0.622555044,0.170642451,-378.5134667,-0.647341639,-0.378237754
70,83,166,9,3.24,-0.499946624,-0.354484856,0.145461768,-0.451459368,0.068571335,-4.063134313,-0.499946624,-0.354484856,834,3.11967624,-1.043390036,-0.607007504,0.436382532,-0.875901397,0.131992461,-730.5017647,-0.897931039,-0.665190518,605,3.119615263,-0.887352586,-0.261868894,0.625483692,-0.52285724,0.140949292,-316.3286305,-0.48006019,-0.3636913
71,84,168,8,2.88,-0.79087019,-0.354484856,0.436385334,-0.463581186,0.158513294,-3.708649486,-0.354484856,-0.354484856,836,3.127157478,-0.985207021,-0.665190518,0.320016503,-0.793897049,0.067191381,-663.6979331,-0.781559408,-0.723376334,605,3.119615263,-0.654614866,-0.290961802,0.363653064,-0.438802438,0.08166413,-265.4754747,-0.421877146,-0.349144846
72,85,170,8,2.88,-0.645408392,-0.354484856,0.290923536,-0.481763903,0.087201266,-3.854111224,-0.499946624,-0.354484856,835,3.123416859,-1.01429987,-0.737922788,0.276377082,-0.902459108,0.055159668,-753.5533555,-0.912474692,-0.82519877,606,3.124771652,-0.640068412,-0.145500034,0.494568378,-0.420075809,0.096128739,-254.56594,-0.421877146,-0.290961802
73,86,172,9,3.24,-0.499946624,-0.354484856,0.145461768,-0.435296949,0.072280534,-3.917672545,-0.499946624,-0.354484856,831,3.108454383,-1.130668759,-0.694283426,0.436385334,-0.872023328,0.111629659,-724.6513853,-0.854291677,-0.723376334,609,3.140240818,-0.66916132,-0.174592942,0.494568378,-0.404057625,0.11373295,-246.0710933,-0.392784238,-0.258959603
74,87,174,8,2.88,-0.499946624,-0.354484856,0.145461768,-0.445398461,0.070421376,-3.563187689,-0.499946624,-0.354484856,836,3.127157478,-1.276129127,-0.854291677,0.421837449,-1.040676663,0.110778523,-870.0056899,-1.057936549,-0.883384585,606,3.124771652,-0.625521958,-0.116407119,0.509114839,-0.353994115,0.117685678,-214.5204334,-0.349144846,-0.189139396
75,88,176,9,3.24,-0.499946624,-0.354484856,0.145461768,-0.402972112,0.068571335,-3.626749009,-0.354484856,-0.354484856,832,3.112195002,-1.261582732,-0.941567659,0.320015073,-1.106785635,0.044094189,-920.8456487,-1.101575851,-1.044844687,608,3.135084429,-0.71279794,0.087237716,0.800035655,-0.370892773,0.200236945,-225.5028059,-0.414603919,-0.058224067
76,89,178,5,1.8,-0.354484856,-0.354484856,0,-0.354484856,0,-1.772424281,-0.354484856,-0.354484856,835,3.123416859,-1.01429987,-0.694283426,0.320016444,-0.843664757,0.051099501,-704.460072,-0.839745224,-0.796105862,603,3.109302485,-0.727344394,-0.043677613,0.683666781,-0.413529486,0.15107192,-249.3582803,-0.421877146,-0.203683078
77,110,220,4,1.44,-0.499946624,-0.20902583,0.290920794,-0.354485542,0.102856033,-1.417942166,-0.354484856,-0.252663538,845,3.160823049,-0.970660567,-0.636100411,0.334560156,-0.763984674,0.078132222,-645.5670495,-0.767015696,-0.671009099,606,3.124771652,-0.378237754,0.087237716,0.46547547,-0.239761441,0.10166025,-145.2954332,-0.261868894,-0.087314203
78,111,222,9,3.24,-0.499946624,-0.20902583,0.290920794,-0.402972417,0.096973903,-3.626751751,-0.354484856,-0.325393051,837,3.130898097,-0.854291677,-0.097892627,0.75639905,-0.505862187,0.18475582,-423.4066505,-0.519731522,-0.257900864,606,3.124771652,-0.290961802,0.247245952,0.538207754,0.033638371,0.14833337,20.38485301,0.0581448,0.218153045
79,112,224,9,3.24,-0.499946624,-0.20902583,0.290920794,-0.354485161,0.068570689,-3.190366447,-0.354484856,-0.325393051,522,1.952603114,-0.156078458,1.385812521,1.541890979,0.221815253,0.26003032,115.7875623,0.178484485,0.555226851,382,1.969740546,0.261792392,1.381844521,1.120052129,0.549287081,0.226908827,209.8276651,0.465437233,0.872729659
80,113,226,8,2.88,-0.645408392,-0.20902583,0.436382562,-0.390850641,0.12061001,-3.126805127,-0.354484856,-0.310847148,349,1.305476028,-0.039709583,1.283987403,1.323696986,0.375251996,0.285041443,130.9629466,0.323943496,0.774875283,251,1.294253605,-0.349144846,0.741814315,1.090959162,0.141424092,0.255972722,35.49744704,0.159969985,0.479983687
81,114,228,6,2.16,-0.499946624,-0.20902583,0.290920794,-0.378728941,0.099958263,-2.272373646,-0.354484856,-0.281755343,839,3.138379335,-0.490638614,0.251213968,0.741852582,-0.199923849,0.15605989,-167.7361095,-0.185168594,0.003929785,608,3.135084429,-0.494606644,-0.029131157,0.465475487,-0.377065494,0.086867167,-229.2558203,-0.407330692,-0.24732244
82,137,274,8,2.88,-0.354484856,-0.20902583,0.145459026,-0.336302478,0.048106051,-2.690419823,-0.354484856,-0.310847148,835,3.123416859,-0.35972327,-0.039709583,0.320013687,-0.185622739,0.070116407,-154.9949867,-0.185168594,-0.097892627,604,3.114458874,-0.66916132,0.0581448,0.72730612,-0.392976471,0.167335853,-237.3577887,-0.450967282,-0.116407119
83,138,276,3,1.08,-0.499946624,-0.354484856,0.145461768,-0.451459368,0.068571335,-1.354378104,-0.499946624,-0.38357721,837,3.130898097,-0.446999252,0.091205746,0.538204998,-0.268987996,0.098222168,-225.1429529,-0.286993772,-0.141532004,610,3.145397207,-0.741890848,0.290885329,1.032776177,-0.143735011,0.218348447,-87.67835694,-0.087314203,0.072691254
84,139,278,1,0.36,-0.499946624,-0.499946624,0,-0.499946624,0,-0.499946624,-0.499946624,-0.499946624,703,2.629655152,-0.490638614,1.720372677,2.211011291,0.117484838,0.566144907,82.59184094,-0.112439089,1.062886739,509,2.624601932,-0.087314203,2.676448584,2.763762787,0.685115311,0.612538407,348.7236933,0.581806123,1.573852181
85,144,288,5,1.8,-0.499946624,-0.354484856,0.145461768,-0.38357721,0.058184707,-1.917886049,-0.354484856,-0.354484856,7,0.026184333,0.003929785,0.003929785,0,0.003929785,0,0.027508495,0.003929785,0.003929785,6,0.030938333,0.014508209,0.145423532,0.130915322,0.09693581,0.048000059,0.581614858,0.101784166,0.145423532
86,155,310,6,2.16,-0.499946624,-0.20902583,0.290920794,-0.330242599,0.130554659,-1.981455594,-0.281755343,-0.20902583,685,2.56232401,-0.097892627,1.065796018,1.163688645,0.269476304,0.284583833,184.5912683,0.207574621,0.68759656,496,2.557568877,-0.305508256,0.159969985,0.465478241,-0.046726748,0.06771339,-23.17646676,-0.043677613,0.029054666
87,159,318,3,1.08,-0.354484856,-0.20902583,0.145459026,-0.305998514,0.068570042,-0.917995542,-0.354484856,-0.238117635,273,1.021188985,-0.097892627,0.527591109,0.625483736,0.107031599,0.165035843,29.21962653,0.047569152,0.382129312,197,1.015808606,-0.087314203,0.072691254,0.160005458,-0.017021319,0.040952845,-3.353199783,-0.029131157,0.043601122
88,160,320,8,2.88,-0.499946624,-0.20902583,0.290920794,-0.354485199,0.072730199,-2.835881591,-0.354484856,-0.310847148,23,0.086034237,0.033022694,0.702143013,0.669120319,0.425135133,0.208532544,9.77810806,0.483951718,0.652687812,18,0.092815,-0.189139396,0.727267861,0.916407257,0.361998241,0.306463227,6.515968335,0.487256914,0.648718971
89,161,322,6,2.16,-0.354484856,-0.20902583,0.145459026,-0.330241685,0.054209378,-1.981450111,-0.354484856,-0.281755343,369,1.380288408,0.265760422,0.891244173,0.625483751,0.541150663,0.114248771,199.6845948,0.556681216,0.673052847,270,1.392224993,-0.276415348,0.145423532,0.42183888,-0.04254542,0.087480219,-11.4872635,-0.036404385,0.0581448
90,162,324,1,0.36,-0.20902583,-0.20902583,0,-0.20902583,0,-0.20902583,-0.20902583,-0.20902583,626,2.341627489,1.880380988,3.640460491,1.760079503,2.413032707,0.316887718,1510.558475,2.331310034,2.898607969,452,2.330687767,0.392707735,4.771090984,4.378383249,1.327971046,0.88734054,600.2429128,1.047281623,2.558624935
91,166,332,3,1.08,-0.20902583,-0.063564055,0.145461775,-0.160538572,0.068571339,-0.481615715,-0.20902583,-0.09265641,219,0.819195559,0.818511903,1.633096695,0.814584792,1.159184275,0.216244502,253.8613562,1.094888926,1.502181411,157,0.809553052,0.261792392,0.989098549,0.727306157,0.49647536,0.19785271,77.94663155,0.436344326,0.799997389
92,167,334,9,3.24,-0.20902583,-0.20902583,0,-0.20902583,0,-1.88123247,-0.20902583,-0.20902583,798,2.985013956,0.833058357,2.214941025,1.381882668,1.144816245,0.232056735,913.5633634,1.109435439,1.379993999,578,2.980392763,-0.160046488,0.727267861,0.887314349,0.259174482,0.222003353,149.8028503,0.276338875,0.538166761
93,168,336,1,0.36,-0.20902583,-0.20902583,0,-0.20902583,0,-0.20902583,-0.20902583,-0.20902583,603,2.255593252,0.498498172,3.59682107,3.098322898,1.30726728,0.638090774,788.2821696,1.138528347,2.299307728,437,2.253341934,-0.087314203,1.047281623,1.134595826,0.369339875,0.273308657,161.4015255,0.261792392,0.799997389
94,172,344,5,1.8,0.518280268,0.809203863,0.290923595,0.692834425,0.108853642,3.464172125,0.663742065,0.809203863,97,0.362840042,1.342173219,2.651323557,1.309150338,1.804649927,0.289328075,175.0510429,1.749465585,2.191666794,74,0.381572776,-0.160046488,1.265472889,1.425519377,0.453250412,0.401272758,33.54053051,0.494530141,0.970188159
95,173,346,8,2.88,0.518280268,0.809203863,0.290923595,0.627376616,0.096213936,5.019012928,0.663742065,0.707380605,1,0.003740619,3.771375656,3.771375656,0,3.771375656,0,3.771375656,3.771375656,3.771375656,1,0.005156389,3.185563326,3.185563326,0,3.185563326,0,3.185563326,3.185563326,3.185563326
96,174,348,9,3.24,0.372821301,1.391048193,1.018226892,0.72839175,0.283648217,6.55552575,0.663742065,1.041942167,3,0.011221857,2.942247152,3.349536896,0.407289743,3.189530452,0.177358716,9.568591356,3.276807308,3.334990978,3,0.015469167,1.250929236,1.323658705,0.072729468,1.284869075,0.029889064,3.854607224,1.280019283,1.31493082
97,175,350,9,3.24,0.663742065,1.391048193,0.727306128,0.954665343,0.216841005,8.591988087,0.954665661,1.158311605,235,0.879045463,1.036705971,2.040386438,1.003680468,1.578624968,0.272292881,370.9768674,1.574910879,1.932745385,175,0.902368051,0.465437233,2.19642663,1.730989397,1.321913167,0.419004123,231.3348042,1.294565797,1.934595942
98,176,352,8,2.88,0.809203863,2.991122246,2.181918383,2.009258687,0.740817473,16.0740695,1.972893953,2.889298987,832,3.112195002,0.193028152,1.109435439,0.916407287,0.487815759,0.181283218,405.8627118,0.425768673,0.745782375,604,3.114458874,-0.232775986,0.930912733,1.163688719,0.19435937,0.271533692,117.3930593,0.116330624,0.596352577
99,177,354,8,2.88,0.518280268,2.118354321,1.600074053,1.318318009,0.47134833,10.54654408,1.391048193,1.812886548,59,0.220696521,0.45485881,0.643959939,0.18910113,0.556682493,0.045607271,32.8442671,0.556681216,0.629413486,46,0.237193888,0.741814315,1.49821341,0.756399095,1.129499599,0.184873951,51.95698154,1.149103999,1.352751613
100,178,356,8,2.88,0.081897728,1.100127459,1.01822973,0.536464057,0.320654655,4.291712455,0.591011167,0.896480942,443,1.657094214,-0.156078458,3.858651638,4.014730096,1.140661772,0.973902518,505.3131648,0.847604811,2.721146679,321,1.655200825,-1.207366347,2.574626207,3.781992555,-0.041592344,0.959203849,-13.35114228,-0.378237754,1.469120502
101,179,358,8,2.88,-0.063564055,0.227359504,0.290923558,0.100080448,0.113551065,0.800643586,0.081897728,0.227359504,830,3.104713764,-0.257900864,0.222121075,0.480021939,-0.082978758,0.09862874,-68.87236908,-0.083346173,0.047569152,607,3.12992804,-1.469196916,-0.072767749,1.396429166,-0.778579569,0.373008328,-472.5977987,-0.78553021,-0.24732244
102,180,360,7,2.52,-0.20902583,0.227359504,0.436385334,-0.001223291,0.131425867,-0.008563034,-0.063564055,0.140082438,841,3.145860573,-0.374269724,0.1057522,0.480021924,-0.213777522,0.112614557,-179.7868963,-0.24335441,-0.039709583,603,3.109302485,-1.25100565,0.727267861,1.978273511,-0.124488634,0.479700984,-75.0666464,-0.058224067,0.450890779
103,183,366,2,0.72,-0.354484856,-0.354484856,0,-0.354484856,0,-0.708969712,-0.354484856,-0.354484856,831,3.108454383,-0.563368082,-0.141532004,0.421836078,-0.382181241,0.07528214,-317.5926112,-0.374269724,-0.301537454,609,3.140240818,-0.276415348,0.625445485,0.901860833,0.286799608,0.187501672,174.6609611,0.334521919,0.509076595
104,188,376,1,0.36,-0.354484856,-0.354484856,0,-0.354484856,0,-0.354484856,-0.354484856,-0.354484856,837,3.130898097,-0.956114113,-0.083346173,0.87276794,-0.499101773,0.222167028,-417.7481841,-0.505185068,-0.214261502,608,3.135084429,-0.392784238,0.203606576,0.596390814,-0.064562926,0.116353212,-39.25425917,-0.058224067,0.087237716
105,214,428,7,2.52,-0.645408392,0.081897728,0.72730612,-0.541507518,0.254504126,-3.790552624,-0.645408392,-0.354485944,840,3.142119954,-1.072482944,-0.534277976,0.538204968,-0.886812297,0.138963738,-744.9223292,-0.927021205,-0.665190518,606,3.124771652,-0.930989206,0.0581448,0.989134006,-0.501999757,0.2249176,-304.2118527,-0.48006019,-0.203683078
106,215,430,5,1.8,-0.063564055,0.372821301,0.436385356,0.110990086,0.142522861,0.554950431,0.081897728,0.256451872,789,2.951348385,-0.607007504,-0.301537454,0.305470049,-0.47192571,0.073403057,-372.3493855,-0.490638614,-0.345176816,576,2.970079986,-0.989175022,-0.741890848,0.247284174,-0.821465312,0.055434505,-473.1640196,-0.800073862,-0.770983756
107,218,436,1,0.36,-0.063564055,-0.063564055,0,-0.063564055,0,-0.063564055,-0.063564055,-0.063564055,836,3.127157478,-0.752469242,-0.257900864,0.494568378,-0.457665883,0.106715794,-382.608678,-0.446999252,-0.330630362,607,3.12992804,-1.52737999,-0.756437302,0.770942688,-1.052367831,0.247222025,-638.7872736,-0.974628568,-0.78553021
108,219,438,8,2.88,-0.063564055,0.081897728,0.145461783,-0.045381332,0.048106963,-0.363050655,-0.063564055,-0.01992552,607,2.270555728,-0.548821628,-0.141532004,0.407289624,-0.365210785,0.082010926,-221.6829465,-0.345176816,-0.272447318,442,2.279123878,-1.396467447,1.134560347,2.531027794,-0.745148757,0.524425414,-329.3557505,-0.887352586,0.029054666
109,220,440,9,3.24,-0.063564055,0.081897728,0.145461783,-0.031239214,0.060474239,-0.281152926,-0.063564055,0.081897728,190,0.710717609,1.589457393,4.396859646,2.807402253,2.554860529,0.664810702,485.4235004,2.396766186,3.51390903,138,0.711581663,1.032735109,5.265656471,4.232921362,2.205280222,1.068100103,304.3286706,1.796407402,3.994326878
110,221,442,5,1.8,-0.20902583,-0.063564055,0.145461775,-0.121748765,0.071261425,-0.608743824,-0.063564055,-0.063564055,27,0.100996713,3.916837454,5.415086269,1.498248816,4.728726272,0.402414285,127.6756094,4.731419563,5.225988102,18,0.092815,2.821910381,3.811044216,0.989133835,3.312436461,0.322750408,59.62385631,3.345568895,3.739768553
111,319,638,5,1.8,-0.063564055,0.081897728,0.145461783,-0.034471698,0.058184713,-0.172358491,-0.063564055,0.023713015,66,0.246880853,0.163938016,0.847604811,0.683666795,0.405491001,0.138295503,26.76240608,0.396675766,0.556682616,45,0.232037499,-0.334598392,0.130877078,0.46547547,-0.14646942,0.127158242,-6.59112392,-0.174592942,0.052327329
112,320,640,8,2.88,-0.20902583,0.081897728,0.290923558,-0.081746776,0.087201273,-0.653974205,-0.063564055,-0.01992552,726,2.715689388,-0.781559408,0.57122767,1.352787077,-0.333696492,0.299289782,-242.2636529,-0.446999252,0.149391562,522,2.691634987,-0.800073862,-0.189139396,0.610934466,-0.625633227,0.101926216,-326.5805444,-0.654614866,-0.48006019
113,321,642,8,2.88,-0.20902583,0.081897728,0.290923558,-0.045381331,0.087201274,-0.363050647,-0.063564055,0.081897728,401,1.499988216,-1.043390036,-0.345176816,0.69821322,-0.724573233,0.133713192,-290.5538665,-0.737922788,-0.548821628,291,1.500509159,-0.872806132,-0.48006019,0.392745942,-0.793076661,0.06191751,-230.7853084,-0.800073862,-0.727344394
114,322,644,6,2.16,-0.063564055,0.227359504,0.290923558,0.033410466,0.108420809,0.200462796,0.009166837,0.154628616,15,0.056109285,-1.028843641,-0.534277976,0.494565666,-0.754408054,0.142607856,-11.3161208,-0.752469242,-0.575005269,11,0.056720278,-0.509153068,-0.3636913,0.145461768,-0.456257395,0.046112906,-5.018831342,-0.450967282,-0.378237754
115,323,646,8,2.88,-0.063564055,0.081897728,0.145461783,0.009166837,0.072730891,0.073334694,0.009166837,0.081897728,87,0.325433852,-1.145212412,0.483951718,1.629164129,-0.630080626,0.397191615,-54.81701449,-0.694283426,-0.039707918,62,0.31969611,-1.163726926,-0.130953565,1.032773361,-0.837378992,0.202833295,-51.91749753,-0.865532905,-0.581882596
116,324,648,5,1.8,-0.063564055,0.081897728,0.145461783,-0.005379342,0.071261429,-0.026896708,-0.063564055,0.081897728,804,3.00745767,-1.508866906,-0.912474692,0.596392214,-1.204682738,0.128511676,-968.5649211,-1.188851833,-1.043390036,586,3.021643874,-1.381921053,-0.24732244,1.134598613,-0.857018578,0.326947407,-502.2128869,-0.82916677,-0.429148987
117,325,650,6,2.16,-0.063564055,0.081897728,0.145461783,-0.039320424,0.054210406,-0.235922545,-0.063564055,0.009166837,829,3.100973145,-1.363405108,-0.607007504,0.756397605,-1.057235146,0.185895882,-876.4479363,-1.072482944,-0.767015696,608,3.135084429,-0.741890848,0.727267861,1.469158709,-0.250073885,0.332630462,-152.0449224,-0.334598392,0.305429012
118,326,652,1,0.36,-0.20902583,-0.20902583,0,-0.20902583,0,-0.20902583,-0.20902583,-0.20902583,392,1.466322645,-0.999753475,0.643959939,1.643713415,-0.401951473,0.368877603,-157.5649775,-0.505185068,0.206119974,283,1.459258049,0.232699499,3.301932335,3.069232836,1.265268595,0.631935314,358.0710122,1.163650513,2.117876387
119,327,654,9,3.24,-0.20902583,0.081897728,0.290923558,-0.079726473,0.082412494,-0.71753826,-0.063564055,-0.034471698,471,1.761831545,0.236667529,1.182164907,0.945497379,0.420023222,0.139493392,197.8309375,0.382129312,0.57122767,344,1.773797769,-0.756437302,-0.349144846,0.407292455,-0.514480641,0.089640433,-176.9813406,-0.494606644,-0.407330692
120,328,656,12,4.32,-0.20902583,0.081897728,0.290923558,-0.075685868,0.093109427,-0.908230416,-0.063564055,0.06735155,840,3.142119954,-0.054253262,0.411222219,0.465475481,0.237533653,0.095191043,199.5282686,0.251213968,0.353036404,604,3.114458874,-0.727344394,-0.436420828,0.290923566,-0.577187261,0.070728363,-348.6211055,-0.581882596,-0.48006019
121,329,658,9,3.24,-0.20902583,-0.063564055,0.145461775,-0.079726474,0.045714226,-0.717538267,-0.063564055,-0.063564055,837,3.130898097,0.1057522,0.542137563,0.436385363,0.311449216,0.10084531,260.6829934,0.309399813,0.45485881,608,3.135084429,-0.843713224,-0.421877146,0.421836078,-0.699352847,0.067179983,-425.2065312,-0.698251486,-0.625521958
122,330,660,9,3.24,-0.20902583,-0.063564055,0.145461775,-0.112051313,0.068571339,-1.008461818,-0.063564055,-0.063564055,611,2.285518204,0.033022694,0.498498172,0.465475477,0.236858334,0.098695125,144.7204419,0.236667529,0.367582858,443,2.284280267,-0.94553566,-0.320051938,0.625483721,-0.764974157,0.14169454,-338.8835515,-0.800073862,-0.55279249
123,331,662,8,2.88,-0.20902583,0.081897728,0.290923558,-0.081746776,0.087201273,-0.653974205,-0.063564055,-0.01992552,759,2.839129815,0.207574621,0.716689467,0.509114847,0.398534272,0.11852489,302.4875122,0.382129312,0.57122767,553,2.851483042,-0.698251486,0.232699499,0.930950984,-0.469749406,0.152776799,-259.7714215,-0.494606644,-0.320051938
124,332,664,5,1.8,-0.063564055,0.081897728,0.145461783,-0.034471698,0.058184713,-0.172358491,-0.063564055,0.023713015,365,1.365325932,0.265760422,0.68759656,0.421836138,0.509337864,0.090316656,185.9083203,0.513044655,0.614867032,268,1.381912216,-0.887352586,-0.509153068,0.378199518,-0.743138921,0.080711042,-199.1612309,-0.756437302,-0.625521958
125,333,666,1,0.36,-0.063564055,-0.063564055,0,-0.063564055,0,-0.063564055,-0.063564055,-0.063564055,689,2.577286486,0.1057522,0.833058357,0.727306157,0.315330857,0.127758808,217.2629603,0.294853359,0.498498172,496,2.557568877,-1.13463676,-0.203683078,0.930953681,-0.705525284,0.162286613,-349.9405408,-0.71279794,-0.48006019
126,336,672,7,2.52,-0.20902583,-0.063564055,0.145461775,-0.146685069,0.07198491,-1.026795484,-0.20902583,-0.063564055,71,0.265583948,0.396675766,0.702143013,0.305467248,0.515707597,0.102138603,36.61523941,0.483951718,0.673052847,52,0.268132221,-0.756437302,-0.407330692,0.34910661,-0.607618847,0.091581803,-31.59618005,-0.610975504,-0.481514835
127,337,674,8,2.88,-0.20902583,0.081897728,0.290923558,-0.063564054,0.07273089,-0.50851243,-0.063564055,-0.01992552,812,3.037382622,0.062115606,0.513044655,0.450929049,0.300136941,0.095603381,243.7111965,0.323943496,0.411222219,584,3.011331097,-1.396467447,-0.59642905,0.800038397,-0.966857543,0.20408937,-564.6448049,-0.94553566,-0.683705032
128,338,676,10,3.6,-0.20902583,0.081897728,0.290923558,-0.121748763,0.116369423,-1.217487633,-0.20902583,0.081897728,836,3.127157478,0.222121075,0.469405264,0.247284189,0.357595654,0.051717492,298.9499664,0.353036404,0.425768673,606,3.124771652,-1.352828145,-0.66916132,0.683666825,-0.935334905,0.154307512,-566.8129522,-0.887352586,-0.770983756
129,339,678,8,2.88,-0.354484856,0.081897728,0.436382584,-0.118111876,0.124653811,-0.944895007,-0.063564055,-0.01992552,832,3.112195002,0.251213968,0.498498172,0.247284204,0.34838603,0.041520908,289.8571773,0.33848995,0.411222219,606,3.124771652,-1.236459255,-0.640068412,0.596390843,-0.870573428,0.109853827,-527.5674973,-0.858259678,-0.741890848
130,340,680,6,2.16,-0.20902583,-0.063564055,0.145461775,-0.087807684,0.054210403,-0.526846103,-0.063564055,-0.063564055,835,3.123416859,0.251213968,0.425768673,0.174554706,0.349761701,0.032676403,292.0510207,0.353036404,0.382129312,606,3.124771652,-1.236459255,-0.567336142,0.669123113,-0.80847642,0.164319896,-489.9367108,-0.770983756,-0.625521958
131,342,684,1,0.36,-0.20902583,-0.20902583,0,-0.20902583,0,-0.20902583,-0.20902583,-0.20902583,778,2.910201576,0.149391562,0.614867032,0.46547547,0.372612361,0.091606608,289.8924171,0.353036404,0.513044655,568,2.928828875,-1.483743429,-0.55279249,0.93095094,-0.849450049,0.179927357,-482.4876277,-0.800073862,-0.683705032
132,344,688,1,0.36,-0.063564055,-0.063564055,0,-0.063564055,0,-0.063564055,-0.063564055,-0.063564055,507,1.896493829,0.207574621,0.556681216,0.349106595,0.378370667,0.082521134,191.833928,0.367582858,0.498498172,372,1.918176657,-1.265552163,-0.334598392,0.930953771,-0.805823252,0.234530882,-299.7662499,-0.843713224,-0.48006019
133,387,774,2,0.72,-0.063564055,-0.063564055,0,-0.063564055,0,-0.127128109,-0.063564055,-0.063564055,133,0.497502326,0.353036404,0.57122767,0.218191266,0.47749931,0.050307676,63.50740817,0.483951718,0.542137563,96,0.495013331,-1.032814384,-0.523699522,0.509114861,-0.775528674,0.126013642,-74.45075274,-0.756437302,-0.625521958
134,388,776,7,2.52,-0.20902583,-0.063564055,0.145461775,-0.125904816,0.07198491,-0.881333709,-0.063564055,-0.063564055,711,2.659580104,0.163938016,0.469405264,0.305467248,0.307536628,0.07929696,218.6585423,0.309399813,0.411222219,519,2.67616582,-1.06190455,0.392707735,1.454612285,-0.696682873,0.261976519,-361.5784111,-0.756437302,-0.320051938
135,389,778,5,1.8,-0.20902583,-0.063564055,0.145461775,-0.121748765,0.071261425,-0.608743824,-0.063564055,-0.063564055,835,3.123416859,0.163938016,0.789421737,0.625483721,0.447055278,0.184902096,373.2911573,0.440312356,0.702143013,604,3.114458874,-1.032814384,-0.407330692,0.625483692,-0.770284516,0.129847896,-465.2518474,-0.78553021,-0.581882596
136,390,780,9,3.24,-0.20902583,0.081897728,0.290923558,-0.063564053,0.096974519,-0.572076477,-0.063564055,0.081897728,834,3.11967624,0.629413486,0.993066549,0.363653064,0.776775621,0.079918235,647.8308678,0.774875283,0.876697719,607,3.12992804,-0.82916677,0.218153045,1.047319815,-0.528395772,0.23970066,-320.7362337,-0.610975504,-0.154227906
137,391,782,8,2.88,-0.20902583,-0.063564055,0.145461775,-0.11811222,0.070421379,-0.944897763,-0.063564055,-0.063564055,842,3.149601192,0.629413486,1.167618513,0.538205028,0.817096119,0.127757873,687.9949319,0.774875283,1.022159457,604,3.114458874,-0.610975504,-0.014584702,0.596390802,-0.39916573,0.153880998,-241.0961009,-0.436420828,-0.160046488
138,392,784,9,3.24,-0.20902583,-0.063564055,0.145461775,-0.095888894,0.060474236,-0.863000043,-0.063564055,-0.063564055,428,1.600984929,0.643959939,2.593140602,1.949180663,1.562506136,0.462021797,668.752626,1.59673059,2.142208815,310,1.598480548,-0.392784238,2.458257198,2.851041436,1.012465509,0.777719432,313.8643079,1.061828017,2.037873077
139,393,786,8,2.88,-0.20902583,-0.063564055,0.145461775,-0.099929499,0.062986796,-0.799435988,-0.063564055,-0.063564055,4,0.014962476,4.68778038,4.789605618,0.101825237,4.742329478,0.037617418,18.96931791,4.745965958,4.780877638,3,0.015469167,2.12369442,2.370978594,0.247284174,2.26430734,0.103767025,6.79292202,2.298249006,2.356432676
140,399,798,8,2.88,-0.20902583,0.081897728,0.290923558,-0.045381331,0.087201274,-0.363050647,-0.063564055,0.081897728,73,0.273065186,1.749465585,2.447678804,0.69821322,2.232276409,0.152516466,162.9561778,2.287670612,2.374946594,52,0.268132221,0.479983687,1.77458775,1.294604063,1.071059714,0.345934054,55.69510514,1.010916829,1.598581147
141,400,800,8,2.88,-0.20902583,0.081897728,0.290923558,-0.04538133,0.113551065,-0.36305064,-0.063564055,0.081897728,96,0.359099423,1.196711421,2.738599539,1.541888118,1.685976891,0.390867137,161.8537816,1.582184136,2.214941025,69,0.355790832,0.450890779,1.847319961,1.396429181,0.981508523,0.340836567,67.72408807,0.916366279,1.463301873
142,401,802,8,2.88,-0.063564055,0.081897728,0.145461783,0.02734956,0.070421383,0.218796477,0.081897728,0.081897728,6,0.022443714,2.185848236,2.447678804,0.261830568,2.270700693,0.088247844,13.62420416,2.258579135,2.367674708,6,0.030938333,0.843636751,1.250929236,0.407292485,0.976976504,0.135004491,5.861859024,0.93818596,1.134560347
143,402,804,8,2.88,-0.20902583,0.081897728,0.290923558,-0.009015885,0.101237114,-0.072127081,0.009166837,0.081897728,107,0.400246232,1.283987403,1.545817971,0.261830568,1.415719548,0.070024874,151.4819916,1.414902687,1.516727924,76,0.391885554,0.858183205,1.090920925,0.23273772,0.968809771,0.047609734,73.62954259,0.967278868,1.032735109
